timestamp,round_num,node_id,parameter_norm,parameter_summary
1749354848.8895276,1,0,3.268956184387207,"{'norm': 3.268956184387207, 'mean': 0.020275095477700233, 'std': 0.19155508279800415}"
1749354848.889581,1,1,3.2546565532684326,"{'norm': 3.2546565532684326, 'mean': 0.019831933081150055, 'std': 0.19075432419776917}"
1749354848.8896024,1,2,3.2681503295898438,"{'norm': 3.2681503295898438, 'mean': 0.0213124118745327, 'std': 0.1913946568965912}"
1749354848.8896208,1,3,3.2544562816619873,"{'norm': 3.2544562816619873, 'mean': 0.0192613173276186, 'std': 0.19080092012882233}"
1749354848.8896365,1,4,3.2904155254364014,"{'norm': 3.2904155254364014, 'mean': 0.0212056003510952, 'std': 0.1927264779806137}"
1749354848.8896525,1,5,3.256688356399536,"{'norm': 3.256688356399536, 'mean': 0.020781824365258217, 'std': 0.190773606300354}"
1749354848.889668,1,6,3.250727653503418,"{'norm': 3.250727653503418, 'mean': 0.02009040117263794, 'std': 0.19049449265003204}"
1749354848.88974,1,7,3.2737796306610107,"{'norm': 3.2737796306610107, 'mean': 0.01989201083779335, 'std': 0.1918809860944748}"
1749354848.8897579,1,8,3.2921485900878906,"{'norm': 3.2921485900878906, 'mean': 0.019836576655507088, 'std': 0.19297485053539276}"
1749354848.8897748,1,9,3.263904094696045,"{'norm': 3.263904094696045, 'mean': 0.020764322951436043, 'std': 0.19120322167873383}"
1749354851.3554916,2,0,3.2559449672698975,"{'norm': 3.2559449672698975, 'mean': 0.021864179521799088, 'std': 0.19060851633548737}"
1749354851.35554,2,1,3.2704238891601562,"{'norm': 3.2704238891601562, 'mean': 0.020348165184259415, 'std': 0.19163431227207184}"
1749354851.3555615,2,2,3.274245500564575,"{'norm': 3.274245500564575, 'mean': 0.021084686741232872, 'std': 0.19178122282028198}"
1749354851.3555791,2,3,3.272989511489868,"{'norm': 3.272989511489868, 'mean': 0.02056669071316719, 'std': 0.1917630136013031}"
1749354851.3555973,2,4,3.287909984588623,"{'norm': 3.287909984588623, 'mean': 0.021796267479658127, 'std': 0.19251199066638947}"
1749354851.3556151,2,5,3.272205114364624,"{'norm': 3.272205114364624, 'mean': 0.020358793437480927, 'std': 0.19173873960971832}"
1749354851.3556316,2,6,3.273792266845703,"{'norm': 3.273792266845703, 'mean': 0.021550290286540985, 'std': 0.19170257449150085}"
1749354851.3556495,2,7,3.271536350250244,"{'norm': 3.271536350250244, 'mean': 0.020464973524212837, 'std': 0.19168779253959656}"
1749354851.355666,2,8,3.278728723526001,"{'norm': 3.278728723526001, 'mean': 0.02021457441151142, 'std': 0.19214051961898804}"
1749354851.3556802,2,9,3.2595701217651367,"{'norm': 3.2595701217651367, 'mean': 0.02008787915110588, 'std': 0.19101867079734802}"
1749354853.758714,3,0,3.2802932262420654,"{'norm': 3.2802932262420654, 'mean': 0.021519146859645844, 'std': 0.19209155440330505}"
1749354853.7587595,3,1,3.2703490257263184,"{'norm': 3.2703490257263184, 'mean': 0.02143777348101139, 'std': 0.19151103496551514}"
1749354853.7587783,3,2,3.2714948654174805,"{'norm': 3.2714948654174805, 'mean': 0.021541710942983627, 'std': 0.1915673017501831}"
1749354853.758796,3,3,3.27289080619812,"{'norm': 3.27289080619812, 'mean': 0.019871337339282036, 'std': 0.19183047115802765}"
1749354853.7588122,3,4,3.281643867492676,"{'norm': 3.281643867492676, 'mean': 0.020457664504647255, 'std': 0.19228751957416534}"
1749354853.7588277,3,5,3.261009454727173,"{'norm': 3.261009454727173, 'mean': 0.020451439544558525, 'std': 0.19106538593769073}"
1749354853.7588425,3,6,3.281121253967285,"{'norm': 3.281121253967285, 'mean': 0.020221242681145668, 'std': 0.192281574010849}"
1749354853.7588582,3,7,3.312049627304077,"{'norm': 3.312049627304077, 'mean': 0.021126747131347656, 'std': 0.19401752948760986}"
1749354853.7588737,3,8,3.2671570777893066,"{'norm': 3.2671570777893066, 'mean': 0.020951973274350166, 'std': 0.19137556850910187}"
1749354853.758889,3,9,3.2818992137908936,"{'norm': 3.2818992137908936, 'mean': 0.01965337060391903, 'std': 0.19238653779029846}"
