round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6
1,3.2998852729797363,3.2961995601654053,3.302063226699829,3.2961995601654053,3.299389600753784,3.2961995601654053,3.2961995601654053
2,3.295928955078125,3.3000128269195557,3.295928955078125,3.295928955078125,3.2973685264587402,3.2969579696655273,3.295928955078125
3,3.2955121994018555,3.2955121994018555,3.3012967109680176,3.2955121994018555,3.2963876724243164,3.2955121994018555,3.2975354194641113
