timestamp,round_num,total_communication_bytes,total_computation_time,total_clients_involved,sampled_clients_count,round_completion_time,resource_efficiency_score,communication_savings_percent,time_per_client
1753394008.3077707,1,235149840,0,10,8,31.301513671875,0.005958178315433153,19.999999999999996,3.912689208984375
1753394032.8701737,2,235149840,0,10,8,24.194924354553223,0.007774357846446484,19.999999999999996,3.024365544319153
1753394041.8803983,3,235149840,0,10,8,8.631242275238037,0.024932679808720246,19.999999999999996,1.0789052844047546
1753394063.8097367,4,235149840,0,10,8,21.481419324874878,0.01064175492981917,19.999999999999996,2.6851774156093597
1753394072.893812,5,235149840,0,10,8,8.636610269546509,0.02563505739985478,19.999999999999996,1.0795762836933136
1753394082.1044538,6,235149840,0,10,8,8.683045625686646,0.02426567924239579,19.999999999999996,1.0853807032108307
1753394091.4595556,7,235149840,0,10,8,8.835566759109497,0.02520494791920344,19.999999999999996,1.1044458448886871
1753394101.2725012,8,235149840,0,10,8,9.188212871551514,0.026381626480435315,19.999999999999996,1.1485266089439392
1753394110.570463,9,235149840,0,10,8,8.609140872955322,0.029712604750558542,19.999999999999996,1.0761426091194153
1753394120.0920281,10,235149840,0,10,8,8.874380588531494,0.027461071515789786,19.999999999999996,1.1092975735664368
