round_num,node_0,node_1,node_2,node_3,node_4
1,3.245753765106201,3.2310283184051514,3.223329782485962,3.2356414794921875,3.255518913269043
2,3.2381346225738525,3.2389743328094482,3.245513677597046,3.234837055206299,3.2269890308380127
3,3.241986036300659,3.261826992034912,3.229071855545044,3.2343525886535645,3.219714879989624
