round_num,accuracy,loss
0,0.1308,2.3670394119262697
1,0.5747,1.4487992839813233
2,0.7237,1.098930265235901
3,0.757,0.921025608921051
4,0.7938,0.8173424298286438
5,0.8013,0.7467494083404541
6,0.8293,0.6689678625106812
7,0.811,0.6164980843544007
8,0.8102,0.585529833316803
9,0.8493,0.5225341279506683
10,0.8396,0.5098538626194
