round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6
1,3.282701253890991,3.2843477725982666,3.2840073108673096,3.283413887023926,3.283135414123535,3.2827892303466797,3.282796621322632
2,3.282242774963379,3.2862515449523926,3.2835540771484375,3.283613920211792,3.283900499343872,3.2833640575408936,3.282982587814331
3,3.283092737197876,3.284381866455078,3.283682107925415,3.2833452224731445,3.2848684787750244,3.2839856147766113,3.2839267253875732
