timestamp,round_num,total_communication_bytes,total_computation_time,total_clients_involved,sampled_clients_count,round_completion_time,resource_efficiency_score,communication_savings_percent,time_per_client
1753373894.6494498,1,78383280,0,10,4,27.523218393325806,0.004636085728656723,60.0,6.880804598331451
1753373922.509512,2,78383280,0,10,4,27.59351944923401,0.0052113685702383965,60.0,6.898379862308502
1753373947.0340922,3,78383280,0,10,4,24.252716779708862,0.006382790076925075,60.0,6.063179194927216
1753373952.8372622,4,78383280,0,10,4,5.519453763961792,0.032829335609822555,60.0,1.379863440990448
1753373959.7570038,5,78383280,0,10,4,6.640321493148804,0.029893130958313346,60.0,1.660080373287201
1753373980.1332953,6,78383280,0,10,4,20.066964149475098,0.007968320410049797,60.0,5.016741037368774
1753373987.2593238,7,78383280,0,10,4,6.816260814666748,0.028828122242210156,60.0,1.704065203666687
1753373994.2654924,8,78383280,0,10,4,6.671187400817871,0.029889731470525628,60.0,1.6677968502044678
1753374019.519282,9,78383280,0,10,4,24.912723302841187,0.00824478309750163,60.0,6.228180825710297
1753374026.86731,10,78383280,0,10,4,7.034690618515015,0.02858690039199636,60.0,1.7586726546287537
