round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9
1,3.317425489425659,3.317425489425659,3.3465607166290283,3.317425489425659,3.356428623199463,3.344120979309082,3.317425489425659,3.317425489425659,3.3588106632232666,3.317425489425659
2,3.3563294410705566,3.3444509506225586,3.320060968399048,3.320060968399048,3.323476791381836,3.320060968399048,3.320060968399048,3.320060968399048,3.3346407413482666,3.320060968399048
3,3.3203160762786865,3.3354697227478027,3.3203160762786865,3.3203160762786865,3.3203160762786865,3.3203160762786865,3.3418843746185303,3.3203160762786865,3.331169843673706,3.3366806507110596
4,3.3444249629974365,3.320455312728882,3.320455312728882,3.320455312728882,3.3278002738952637,3.3212523460388184,3.324890375137329,3.320455312728882,3.320455312728882,3.320455312728882
5,3.3205151557922363,3.3349175453186035,3.3196916580200195,3.3205151557922363,3.3205151557922363,3.3209497928619385,3.3205151557922363,3.3205151557922363,3.343202829360962,3.3205151557922363
6,3.3219401836395264,3.3219401836395264,3.3144969940185547,3.3219401836395264,3.3213746547698975,3.3219401836395264,3.3219401836395264,3.3574891090393066,3.3219401836395264,3.3268818855285645
7,3.321768045425415,3.3346188068389893,3.333178758621216,3.321768045425415,3.321768045425415,3.321768045425415,3.321768045425415,3.321768045425415,3.3475193977355957,3.329517364501953
8,3.327404737472534,3.3249294757843018,3.333831548690796,3.3249294757843018,3.3249294757843018,3.3467624187469482,3.3249294757843018,3.3249294757843018,3.3503081798553467,3.3249294757843018
9,3.328361749649048,3.328361749649048,3.328361749649048,3.347433567047119,3.332024574279785,3.328361749649048,3.328361749649048,3.335871934890747,3.3725547790527344,3.328361749649048
10,3.3439137935638428,3.3484840393066406,3.3316102027893066,3.3316102027893066,3.3316102027893066,3.3550355434417725,3.3316102027893066,3.3316102027893066,3.343142509460449,3.3316102027893066
