round_num,accuracy,loss
0,0.1188,2.3453767475128173
1,0.1276,2.4944265640258787
2,0.1438,2.2980108413696287
3,0.1548,2.5910928184509276
4,0.1812,2.236511810684204
5,0.1985,2.2786304512023925
6,0.1599,2.3240615257263184
7,0.1965,2.283198643493652
8,0.1994,2.334519041061401
9,0.2054,2.3187201320648194
10,0.2011,2.2290857036590577
