round_num,accuracy,loss
0,0.0736,2.378796505737305
1,0.5288,1.7483683376312256
2,0.5253,1.7567010831832885
3,0.527,1.8320743728637696
4,0.5433,1.801305114364624
5,0.541,1.8358305807113648
6,0.5541,1.7709401050567628
7,0.5549,1.7760976909637451
8,0.5602,1.7308814702987672
9,0.5791,1.617721690940857
10,0.5919,1.5568256090164185
