round_num,node_0,node_1,node_2,node_3,node_4
1,3.1722841262817383,3.2041263580322266,3.2287960052490234,3.2075231075286865,3.1722841262817383
2,3.17172908782959,3.182985544204712,3.189342975616455,3.20396089553833,3.1951563358306885
3,3.2155654430389404,3.174027442932129,3.1794238090515137,3.1730661392211914,3.189884901046753
4,3.1997015476226807,3.1719508171081543,3.1755645275115967,3.1862499713897705,3.17265248298645
5,3.1753571033477783,3.1780498027801514,3.1952309608459473,3.1721320152282715,3.199310064315796
6,3.174999237060547,3.1739866733551025,3.2029826641082764,3.1915628910064697,3.208791971206665
7,3.180408477783203,3.1875362396240234,3.1818835735321045,3.2176499366760254,3.2066256999969482
8,3.181791067123413,3.1794025897979736,3.2000532150268555,3.2060353755950928,3.2239279747009277
9,3.202155351638794,3.1838815212249756,3.1879217624664307,3.2170250415802,3.2020792961120605
10,3.195935010910034,3.183879852294922,3.1910560131073,3.207063913345337,3.2165303230285645
