round_num,accuracy,loss
0,0.1103,2.357732875061035
1,0.7797,0.9298132572174073
2,0.8066,0.6893770110130311
3,0.8267,0.5961231309890747
4,0.8701,0.45736464905738833
5,0.886,0.39713906803131105
6,0.8952,0.35391615657806397
7,0.8822,0.3723131619691849
8,0.9151,0.2857080582141876
9,0.9229,0.26131004841327665
10,0.9296,0.23761267415285112
