round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9
1,3.371413469314575,3.3993735313415527,3.364107608795166,3.399138927459717,3.3576416969299316,3.3580663204193115,3.388594388961792,3.371413469314575,3.390784502029419,3.3798038959503174
2,3.3871102333068848,3.3814985752105713,3.3748440742492676,3.3748440742492676,3.3943569660186768,3.3891522884368896,3.379338026046753,3.370680809020996,3.3783247470855713,3.369661808013916
3,3.388669729232788,3.380298376083374,3.374619722366333,3.378889799118042,3.378889799118042,3.373429775238037,3.384660005569458,3.389150857925415,3.3938679695129395,3.373206377029419
4,3.3668317794799805,3.3742828369140625,3.38446307182312,3.3926241397857666,3.3934407234191895,3.363224506378174,3.3839950561523438,3.3811349868774414,3.3795032501220703,3.3811349868774414
5,3.377786636352539,3.3784470558166504,3.3809893131256104,3.381589889526367,3.377786636352539,3.3860702514648438,3.3827717304229736,3.375321865081787,3.3664376735687256,3.37850022315979
6,3.38389253616333,3.36720871925354,3.3801679611206055,3.376206874847412,3.3835933208465576,3.392853021621704,3.376206874847412,3.3727991580963135,3.397726058959961,3.376668691635132
7,3.365072250366211,3.390092611312866,3.382885217666626,3.3870139122009277,3.380598306655884,3.3849587440490723,3.3809993267059326,3.3808534145355225,3.3809993267059326,3.3805439472198486
8,3.3715646266937256,3.3803627490997314,3.379849433898926,3.394075632095337,3.3803627490997314,3.38858962059021,3.3913440704345703,3.380892276763916,3.3806850910186768,3.3808276653289795
9,3.389157295227051,3.392051935195923,3.381265640258789,3.381901979446411,3.3916995525360107,3.381901979446411,3.38065767288208,3.384643793106079,3.3846707344055176,3.3787214756011963
10,3.3984622955322266,3.379147529602051,3.3847334384918213,3.3835952281951904,3.381195068359375,3.390479564666748,3.383635997772217,3.383635997772217,3.3775200843811035,3.378225088119507
