round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9
1,3.2914621829986572,3.2914621829986572,3.2914621829986572,3.310641288757324,3.3017239570617676,3.297243118286133,3.309525489807129,3.2969515323638916,3.3195266723632812,3.2914621829986572
2,3.2891318798065186,3.2891368865966797,3.293567657470703,3.289245367050171,3.3026156425476074,3.2897427082061768,3.2982571125030518,3.2985482215881348,3.298499345779419,3.3104143142700195
3,3.325122117996216,3.3228042125701904,3.2920010089874268,3.286348819732666,3.2960660457611084,3.292445421218872,3.2929484844207764,3.2929348945617676,3.3150177001953125,3.2878246307373047
4,3.295673370361328,3.2945635318756104,3.2965569496154785,3.2934391498565674,3.3021583557128906,3.2865488529205322,3.29984712600708,3.2928099632263184,3.3136963844299316,3.2949819564819336
5,3.2984061241149902,3.2944116592407227,3.298997402191162,3.2994935512542725,3.2948246002197266,3.291121482849121,3.296562910079956,3.292879819869995,3.297267198562622,3.2986152172088623
6,3.2969400882720947,3.2933037281036377,3.294313907623291,3.3121166229248047,3.3058979511260986,3.2880859375,3.2940382957458496,3.3028790950775146,3.294046401977539,3.293551445007324
7,3.307478904724121,3.312741994857788,3.293830633163452,3.2953598499298096,3.2956197261810303,3.2931036949157715,3.2944846153259277,3.2936713695526123,3.294246196746826,3.292404890060425
8,3.295675754547119,3.2947423458099365,3.3005971908569336,3.2874884605407715,3.2934107780456543,3.3113033771514893,3.2973456382751465,3.293726921081543,3.293907880783081,3.303703784942627
9,3.293410301208496,3.2932260036468506,3.295374870300293,3.294774293899536,3.2952001094818115,3.3100736141204834,3.29963755607605,3.3028838634490967,3.30702543258667,3.294485569000244
10,3.295501947402954,3.2957935333251953,3.2922139167785645,3.3082163333892822,3.2975475788116455,3.3029625415802,3.3007919788360596,3.300710678100586,3.2974777221679688,3.306147336959839
