timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753359159.7981393,1,-1,training,22.068084239959717,0,0,0,
1753359166.1346207,2,-1,training,4.920691251754761,0,0,0,
1753359172.1523645,3,-1,training,4.589381694793701,0,0,0,
1753359178.4151118,4,-1,training,4.806841850280762,0,0,0,
1753359184.555649,5,-1,training,4.659694194793701,0,0,0,
1753359191.1883843,6,-1,training,5.139803409576416,0,0,0,
1753359197.8182542,7,-1,training,4.9920971393585205,0,0,0,
1753359204.5328877,8,-1,training,5.08640718460083,0,0,0,
1753359211.1300304,9,-1,training,4.913652658462524,0,0,0,
1753359218.233766,10,-1,training,5.453222751617432,0,0,0,
