timestamp,round_num,node_id,parameter_norm,parameter_summary
1753359159.9338403,1,0,3.251032829284668,"{'norm': 3.251032829284668, 'mean': -0.014679481275379658, 'std': 0.19100569188594818}"
1753359159.9339147,1,1,3.262824296951294,"{'norm': 3.262824296951294, 'mean': -0.013593461364507675, 'std': 0.1917826235294342}"
1753359159.9339473,1,2,3.240718126296997,"{'norm': 3.240718126296997, 'mean': -0.015586663037538528, 'std': 0.19032397866249084}"
1753359159.933977,1,3,3.251875638961792,"{'norm': 3.251875638961792, 'mean': -0.012414462864398956, 'std': 0.19121602177619934}"
1753359159.9340038,1,4,3.23785400390625,"{'norm': 3.23785400390625, 'mean': -0.015940627083182335, 'std': 0.19012530148029327}"
1753359159.934029,1,5,3.2824552059173584,"{'norm': 3.2824552059173584, 'mean': -0.014974119141697884, 'std': 0.19284002482891083}"
1753359159.9340549,1,6,3.250124931335449,"{'norm': 3.250124931335449, 'mean': -0.014774162322282791, 'std': 0.19094473123550415}"
1753359159.9341311,1,7,3.224270820617676,"{'norm': 3.224270820617676, 'mean': -0.014986074529588223, 'std': 0.18940001726150513}"
1753359159.9341688,1,8,3.253408193588257,"{'norm': 3.253408193588257, 'mean': -0.014574635773897171, 'std': 0.1911540925502777}"
1753359159.934204,1,9,3.2381186485290527,"{'norm': 3.2381186485290527, 'mean': -0.015005492605268955, 'std': 0.1902170181274414}"
1753359166.254047,2,0,3.2580337524414062,"{'norm': 3.2580337524414062, 'mean': -0.014046058058738708, 'std': 0.19146695733070374}"
1753359166.254151,2,1,3.255171298980713,"{'norm': 3.255171298980713, 'mean': -0.013271061703562737, 'std': 0.19135314226150513}"
1753359166.2541862,2,2,3.2496066093444824,"{'norm': 3.2496066093444824, 'mean': -0.013379068113863468, 'std': 0.19101694226264954}"
1753359166.2542186,2,3,3.2462642192840576,"{'norm': 3.2462642192840576, 'mean': -0.013020802289247513, 'std': 0.19084428250789642}"
1753359166.254248,2,4,3.258496046066284,"{'norm': 3.258496046066284, 'mean': -0.015023168176412582, 'std': 0.19142009317874908}"
1753359166.254274,2,5,3.26546573638916,"{'norm': 3.26546573638916, 'mean': -0.014386279508471489, 'std': 0.19188086688518524}"
1753359166.2542984,2,6,3.2540297508239746,"{'norm': 3.2540297508239746, 'mean': -0.014841409400105476, 'std': 0.19117029011249542}"
1753359166.2543318,2,7,3.254041910171509,"{'norm': 3.254041910171509, 'mean': -0.014211843721568584, 'std': 0.19121883809566498}"
1753359166.254358,2,8,3.2439968585968018,"{'norm': 3.2439968585968018, 'mean': -0.014332124032080173, 'std': 0.19061629474163055}"
1753359166.254382,2,9,3.245497226715088,"{'norm': 3.245497226715088, 'mean': -0.014917045831680298, 'std': 0.19066011905670166}"
1753359172.2672462,3,0,3.2626535892486572,"{'norm': 3.2626535892486572, 'mean': -0.01375072356313467, 'std': 0.191761314868927}"
1753359172.2673097,3,1,3.244640827178955,"{'norm': 3.244640827178955, 'mean': -0.013158698566257954, 'std': 0.19073894619941711}"
1753359172.2673438,3,2,3.249321699142456,"{'norm': 3.249321699142456, 'mean': -0.013256281614303589, 'std': 0.19100865721702576}"
1753359172.2673728,3,3,3.2545528411865234,"{'norm': 3.2545528411865234, 'mean': -0.013361822813749313, 'std': 0.191310316324234}"
1753359172.2674007,3,4,3.2644872665405273,"{'norm': 3.2644872665405273, 'mean': -0.013780106790363789, 'std': 0.19186754524707794}"
1753359172.2674263,3,5,3.268580436706543,"{'norm': 3.268580436706543, 'mean': -0.014380465261638165, 'std': 0.19206535816192627}"
1753359172.2674508,3,6,3.2416460514068604,"{'norm': 3.2416460514068604, 'mean': -0.014301246963441372, 'std': 0.19047971069812775}"
1753359172.2674901,3,7,3.247438430786133,"{'norm': 3.247438430786133, 'mean': -0.014323951676487923, 'std': 0.19082029163837433}"
1753359172.267515,3,8,3.249830722808838,"{'norm': 3.249830722808838, 'mean': -0.014900232665240765, 'std': 0.19091753661632538}"
1753359172.2675388,3,9,3.2483325004577637,"{'norm': 3.2483325004577637, 'mean': -0.014472241513431072, 'std': 0.19086194038391113}"
1753359178.528931,4,0,3.24341082572937,"{'norm': 3.24341082572937, 'mean': -0.013325789012014866, 'std': 0.1906546652317047}"
1753359178.5289972,4,1,3.248328447341919,"{'norm': 3.248328447341919, 'mean': -0.013166259974241257, 'std': 0.1909562200307846}"
1753359178.5290313,4,2,3.2476725578308105,"{'norm': 3.2476725578308105, 'mean': -0.013305174186825752, 'std': 0.19090785086154938}"
1753359178.52906,4,3,3.2621243000030518,"{'norm': 3.2621243000030518, 'mean': -0.013456585817039013, 'std': 0.1917509287595749}"
1753359178.5291228,4,4,3.2739174365997314,"{'norm': 3.2739174365997314, 'mean': -0.014270029030740261, 'std': 0.19238893687725067}"
1753359178.5291557,4,5,3.2555928230285645,"{'norm': 3.2555928230285645, 'mean': -0.014235681854188442, 'std': 0.19130872189998627}"
1753359178.5291831,4,6,3.2520291805267334,"{'norm': 3.2520291805267334, 'mean': -0.014435057528316975, 'std': 0.19108319282531738}"
1753359178.529208,4,7,3.249725103378296,"{'norm': 3.249725103378296, 'mean': -0.014283784665167332, 'std': 0.1909584105014801}"
1753359178.529233,4,8,3.2522590160369873,"{'norm': 3.2522590160369873, 'mean': -0.014251857995986938, 'std': 0.1911105364561081}"
1753359178.5292597,4,9,3.248185634613037,"{'norm': 3.248185634613037, 'mean': -0.014978501945734024, 'std': 0.19081418216228485}"
1753359184.669756,5,0,3.2606263160705566,"{'norm': 3.2606263160705566, 'mean': -0.013170846737921238, 'std': 0.19168227910995483}"
1753359184.66982,5,1,3.2412445545196533,"{'norm': 3.2412445545196533, 'mean': -0.01307452842593193, 'std': 0.19054412841796875}"
1753359184.669854,5,2,3.2557456493377686,"{'norm': 3.2557456493377686, 'mean': -0.01345497090369463, 'std': 0.1913742572069168}"
1753359184.6698828,5,3,3.266123056411743,"{'norm': 3.266123056411743, 'mean': -0.01277113240212202, 'std': 0.19203396141529083}"
1753359184.6699078,5,4,3.2599008083343506,"{'norm': 3.2599008083343506, 'mean': -0.013872157782316208, 'std': 0.19158993661403656}"
1753359184.669932,5,5,3.2606146335601807,"{'norm': 3.2606146335601807, 'mean': -0.014295011758804321, 'std': 0.19160103797912598}"
1753359184.6699567,5,6,3.2398970127105713,"{'norm': 3.2398970127105713, 'mean': -0.014725900255143642, 'std': 0.19034399092197418}"
1753359184.6699815,5,7,3.2537684440612793,"{'norm': 3.2537684440612793, 'mean': -0.014311032369732857, 'std': 0.1911952942609787}"
1753359184.670005,5,8,3.249887704849243,"{'norm': 3.249887704849243, 'mean': -0.013824678026139736, 'std': 0.1910018026828766}"
1753359184.6700299,5,9,3.2518699169158936,"{'norm': 3.2518699169158936, 'mean': -0.01397661678493023, 'std': 0.1911078691482544}"
