topology_type,num_nodes,total_edges,network_density,avg_degree,max_degree,min_degree,total_cpu_cores,total_memory_gb,total_gpus,avg_bandwidth_mbps,organizational_entities,geographic_coverage
ring,7,7,0.3333333333333333,2.0,2,2,170,1520,61,5300.0,5,7
