accuracy,active_nodes,actual_client_rate,actual_data_rate,aggregator_node,avg_bandwidth_mbps,batches_processed,client_sampling_rate,communication_savings_percent,computation_type,current_epoch,data_sampling_rates,epochs_completed,event_type,loss,metrics,network_density,node_id,node_type_distribution,num_active_nodes,num_nodes,num_participating_nodes,num_sampled_clients,num_source_nodes,num_target_nodes,num_updated_nodes,organizational_entities,param_convergence,param_summary,participating_nodes,resource_efficiency_score,round_completion_time,round_num,sampled_clients,sampled_clients_count,sampled_data_points,samples_processed,source_nodes,step_name,strategy_name,target_nodes,throughput_samples_per_sec,time_per_client,time_taken,timestamp,topology_type,total_clients,total_clients_involved,total_communication_bytes,total_computation_time,total_cpu_cores,total_data_points,total_edges,total_epochs,total_gpus,total_memory_gb,updated_nodes
,,,,,5460.0,,,,,,,,NetworkStructureEvent,,,0.2,,"{'tier1_hospital': 2, 'tier2_hospital': 2, 'research_center': 2, 'mobile_unit': 2, 'edge_device': 2}",,10,,,,,,5,,,,,,0,,,,,,network_structure,,,,,,1753351310.6110308,star,,,,,446,,9,,71,2472,
,,,,,,,,,,,,,InitialStateEvent,,,,,,,10,,,,,,,,,,,,0,,,,,,initial_state,,,,,,1753351310.611271,star,,,,,,,,,,,
0.0957,,,,,,,,,,,,,EvaluationEvent,2.3637753692626955,"{'loss': 2.3637753692626955, 'accuracy': 0.0957}",,,,,,,,,,,,,,,,,0,,,,,,evaluation,,,,,,1753351313.8339117,,,,,,,,,,,,
,"0,1,2,3,4,5,6,7,8,9",,,,,,,,,,,,LocalTrainingEvent,,{},,,,10,,,,,,,,,,,,,1,,,,,,local_training,,,,,,1753351313.8341293,,,,,,,,,3,,,
,,0.6,,,,,0.6,,,,"{8: 1.0, 0: 1.0, 4: 1.0, 5: 1.0, 7: 1.0, 3: 1.0}",,SamplingEvent,,,,,,,,,6,,,,,,,,,,1,"[8, 0, 4, 5, 7, 3]",,,,,resource_sampling,,,,,,1753351313.834342,,10,,,,,,,,,,
,,,,,,0,,,training,,,0,ComputationTimeEvent,,,,-1,,,,,,,,,,,,,,,1,,,,0,,resource_computation_time,,,,,23.422661542892456,1753351337.2568722,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,9,1,,,,"{0: {'norm': 3.2632343769073486, 'mean': 0.019199900329113007, 'std': 0.19132696092128754}, 1: {'norm': 3.2431893348693848, 'mean': 0.019586175680160522, 'std': 0.19010044634342194}, 2: {'norm': 3.2431893348693848, 'mean': 0.019586175680160522, 'std': 0.19010044634342194}, 3: {'norm': 3.2841696739196777, 'mean': 0.020711030811071396, 'std': 0.19241009652614594}, 4: {'norm': 3.23252010345459, 'mean': 0.021833576261997223, 'std': 0.18922260403633118}, 5: {'norm': 3.2574877738952637, 'mean': 0.02032083459198475, 'std': 0.19087062776088715}, 6: {'norm': 3.2431893348693848, 'mean': 0.019586175680160522, 'std': 0.19010044634342194}, 7: {'norm': 3.257556438446045, 'mean': 0.019931286573410034, 'std': 0.1909157782793045}, 8: {'norm': 3.267361640930176, 'mean': 0.01919448748230934, 'std': 0.19157195091247559}, 9: {'norm': 3.2431893348693848, 'mean': 0.019586175680160522, 'std': 0.19010044634342194}}",,,,1,,,,,"1,2,3,4,5,6,7,8,9",parameter_transfer,,0,,,,1753351337.3873188,,,,,,,,,,,,
,,,,0,,,,,,,,,AggregationEvent,,,,,,,,10,,,,,,,,"0,1,2,3,4,5,6,7,8,9",,,1,,,,,,aggregation,FedAvg,,,,,1753351337.3874984,,,,,,,,,,,,
,,,,,,,,,,,,,AggregationCostEvent,,,,,,,,,,,,,,,,,,,1,,,,,,resource_aggregation_cost,,,,,,1753351337.5141196,,,,,,,,,,,,
,,,,,,,,,,,,,ModelUpdateEvent,,,,,,,,,,,,10,,5.935810478017421,,,,,1,,,,,,model_update,,,,,,1753351337.5497553,,,,,,,,,,,,"0,1,2,3,4,5,6,7,8,9"
0.6434,,,,,,,,,,,,,EvaluationEvent,1.2719851467132568,"{'loss': 1.2719851467132568, 'accuracy': 0.6434}",,,,,,,,,,,,,,,,,1,,,,,,evaluation,,,,,,1753351338.0767908,,,,,,,,,,,,
,,,,,,,,40.0,,,,,ResourceSummaryEvent,,,,,,,,,,,,,,,,,0.026539849597809854,24.24278998374939,1,,6,,,,resource_resource_summary,,,,4.040464997291565,,1753351338.0768602,,,10,50650800,0,,,,,,,
,"0,1,2,3,4,5,6,7,8,9",,,,,,,,,,,,LocalTrainingEvent,,{},,,,10,,,,,,,,,,,,,2,,,,,,local_training,,,,,,1753351338.4279315,,,,,,,,,3,,,
,,0.6,,,,,0.6,,,,"{7: 1.0, 4: 1.0, 9: 1.0, 5: 1.0, 8: 1.0, 3: 1.0}",,SamplingEvent,,,,,,,,,6,,,,,,,,,,2,"[7, 4, 9, 5, 8, 3]",,,,,resource_sampling,,,,,,1753351338.4282112,,10,,,,,,,,,,
,,,,,,0,,,training,,,0,ComputationTimeEvent,,,,-1,,,,,,,,,,,,,,,2,,,,0,,resource_computation_time,,,,,18.518657445907593,1753351356.9466677,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,9,1,,,,"{0: {'norm': 3.2514028549194336, 'mean': 0.019980289041996002, 'std': 0.19054606556892395}, 1: {'norm': 3.2514028549194336, 'mean': 0.019980289041996002, 'std': 0.19054606556892395}, 2: {'norm': 3.2514028549194336, 'mean': 0.019980289041996002, 'std': 0.19054606556892395}, 3: {'norm': 3.24238657951355, 'mean': 0.020639754831790924, 'std': 0.18994136154651642}, 4: {'norm': 3.258380889892578, 'mean': 0.019693082198500633, 'std': 0.19098933041095734}, 5: {'norm': 3.2737443447113037, 'mean': 0.020200476050376892, 'std': 0.19184665381908417}, 6: {'norm': 3.2514028549194336, 'mean': 0.019980289041996002, 'std': 0.19054606556892395}, 7: {'norm': 3.2583913803100586, 'mean': 0.020043209195137024, 'std': 0.19095353782176971}, 8: {'norm': 3.2501325607299805, 'mean': 0.019920164719223976, 'std': 0.19047710299491882}, 9: {'norm': 3.254117965698242, 'mean': 0.020649001002311707, 'std': 0.19063566625118256}}",,,,2,,,,,"1,2,3,4,5,6,7,8,9",parameter_transfer,,0,,,,1753351357.0617042,,,,,,,,,,,,
,,,,0,,,,,,,,,AggregationEvent,,,,,,,,10,,,,,,,,"0,1,2,3,4,5,6,7,8,9",,,2,,,,,,aggregation,FedAvg,,,,,1753351357.0618691,,,,,,,,,,,,
,,,,,,,,,,,,,AggregationCostEvent,,,,,,,,,,,,,,,,,,,2,,,,,,resource_aggregation_cost,,,,,,1753351357.1748967,,,,,,,,,,,,
,,,,,,,,,,,,,ModelUpdateEvent,,,,,,,,,,,,10,,3.433084878229825,,,,,2,,,,,,model_update,,,,,,1753351357.2086291,,,,,,,,,,,,"0,1,2,3,4,5,6,7,8,9"
0.7592,,,,,,,,,,,,,EvaluationEvent,0.8680426979064941,"{'loss': 0.8680426979064941, 'accuracy': 0.7592}",,,,,,,,,,,,,,,,,2,,,,,,evaluation,,,,,,1753351357.7712312,,,,,,,,,,,,
,,,,,,,,40.0,,,,,ResourceSummaryEvent,,,,,,,,,,,,,,,,,0.03924850599049837,19.343411445617676,2,,6,,,,resource_resource_summary,,,,3.223901907602946,,1753351357.7712834,,,10,50650800,0,,,,,,,
,"0,1,2,3,4,5,6,7,8,9",,,,,,,,,,,,LocalTrainingEvent,,{},,,,10,,,,,,,,,,,,,3,,,,,,local_training,,,,,,1753351358.1887782,,,,,,,,,3,,,
,,0.6,,,,,0.6,,,,"{0: 1.0, 7: 1.0, 6: 1.0, 9: 1.0, 5: 1.0, 8: 1.0}",,SamplingEvent,,,,,,,,,6,,,,,,,,,,3,"[0, 7, 6, 9, 5, 8]",,,,,resource_sampling,,,,,,1753351358.188971,,10,,,,,,,,,,
,,,,,,0,,,training,,,0,ComputationTimeEvent,,,,-1,,,,,,,,,,,,,,,3,,,,0,,resource_computation_time,,,,,18.523168563842773,1753351376.71201,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,9,1,,,,"{0: {'norm': 3.259028673171997, 'mean': 0.020929139107465744, 'std': 0.19089622795581818}, 1: {'norm': 3.2524759769439697, 'mean': 0.020094070583581924, 'std': 0.19059768319129944}, 2: {'norm': 3.2524759769439697, 'mean': 0.020094070583581924, 'std': 0.19059768319129944}, 3: {'norm': 3.2524759769439697, 'mean': 0.020094070583581924, 'std': 0.19059768319129944}, 4: {'norm': 3.2524759769439697, 'mean': 0.020094070583581924, 'std': 0.19059768319129944}, 5: {'norm': 3.254042625427246, 'mean': 0.02029261365532875, 'std': 0.1906694918870926}, 6: {'norm': 3.268045663833618, 'mean': 0.0205544326454401, 'std': 0.19147133827209473}, 7: {'norm': 3.26113224029541, 'mean': 0.01998881809413433, 'std': 0.19112162292003632}, 8: {'norm': 3.25230073928833, 'mean': 0.02023637667298317, 'std': 0.19057224690914154}, 9: {'norm': 3.254561424255371, 'mean': 0.02073156088590622, 'std': 0.1906530261039734}}",,,,3,,,,,"1,2,3,4,5,6,7,8,9",parameter_transfer,,0,,,,1753351376.8231823,,,,,,,,,,,,
,,,,0,,,,,,,,,AggregationEvent,,,,,,,,10,,,,,,,,"0,1,2,3,4,5,6,7,8,9",,,3,,,,,,aggregation,FedAvg,,,,,1753351376.8233411,,,,,,,,,,,,
,,,,,,,,,,,,,AggregationCostEvent,,,,,,,,,,,,,,,,,,,3,,,,,,resource_aggregation_cost,,,,,,1753351376.9370081,,,,,,,,,,,,
,,,,,,,,,,,,,ModelUpdateEvent,,,,,,,,,,,,10,,3.486499368910922,,,,,3,,,,,,model_update,,,,,,1753351376.975426,,,,,,,,,,,,"0,1,2,3,4,5,6,7,8,9"
0.7736,,,,,,,,,,,,,EvaluationEvent,0.7712165044784546,"{'loss': 0.7712165044784546, 'accuracy': 0.7736}",,,,,,,,,,,,,,,,,3,,,,,,evaluation,,,,,,1753351377.4898746,,,,,,,,,,,,
,,,,,,,,40.0,,,,,ResourceSummaryEvent,,,,,,,,,,,,,,,,,0.0400803978065675,19.3012056350708,3,,6,,,,resource_resource_summary,,,,3.2168676058451333,,1753351377.4899302,,,10,50650800,0,,,,,,,
,"0,1,2,3,4,5,6,7,8,9",,,,,,,,,,,,LocalTrainingEvent,,{},,,,10,,,,,,,,,,,,,4,,,,,,local_training,,,,,,1753351377.927193,,,,,,,,,3,,,
,,0.6,,,,,0.6,,,,"{5: 1.0, 3: 1.0, 2: 1.0, 8: 1.0, 0: 1.0, 9: 1.0}",,SamplingEvent,,,,,,,,,6,,,,,,,,,,4,"[5, 3, 2, 8, 0, 9]",,,,,resource_sampling,,,,,,1753351377.927382,,10,,,,,,,,,,
