timestamp,round_num,node_id,parameter_norm,parameter_summary
1753362354.5314987,1,0,3.4037907123565674,"{'norm': 3.4037907123565674, 'mean': -0.0013083089143037796, 'std': 0.20056602358818054}"
1753362354.5315957,1,1,3.410963296890259,"{'norm': 3.410963296890259, 'mean': -0.0002445429563522339, 'std': 0.20099279284477234}"
1753362354.5316508,1,2,3.4037907123565674,"{'norm': 3.4037907123565674, 'mean': -0.0013083089143037796, 'std': 0.20056602358818054}"
1753362354.5316906,1,3,3.4037907123565674,"{'norm': 3.4037907123565674, 'mean': -0.0013083089143037796, 'std': 0.20056602358818054}"
1753362354.5317273,1,4,3.4224557876586914,"{'norm': 3.4224557876586914, 'mean': -0.0016784241888672113, 'std': 0.20166315138339996}"
1753362382.2118907,2,0,3.430527448654175,"{'norm': 3.430527448654175, 'mean': -0.00042177343857474625, 'std': 0.20214532315731049}"
1753362382.211966,2,1,3.4052889347076416,"{'norm': 3.4052889347076416, 'mean': -0.0005348391132429242, 'std': 0.20065785944461823}"
1753362382.2120085,2,2,3.4037725925445557,"{'norm': 3.4037725925445557, 'mean': -0.0012729805894196033, 'std': 0.20056520402431488}"
1753362382.212056,2,3,3.403961420059204,"{'norm': 3.403961420059204, 'mean': -0.001268336782231927, 'std': 0.20057633519172668}"
1753362382.2120917,2,4,3.404449462890625,"{'norm': 3.404449462890625, 'mean': -0.0012593931751325727, 'std': 0.2006051391363144}"
1753362404.4389503,3,0,3.405543565750122,"{'norm': 3.405543565750122, 'mean': -0.0008762948564253747, 'std': 0.20067167282104492}"
1753362404.4390492,3,1,3.4034109115600586,"{'norm': 3.4034109115600586, 'mean': -0.001002937089651823, 'std': 0.20054540038108826}"
1753362404.439118,3,2,3.437068223953247,"{'norm': 3.437068223953247, 'mean': -0.0005693857674486935, 'std': 0.2025303989648819}"
1753362404.4391558,3,3,3.4486184120178223,"{'norm': 3.4486184120178223, 'mean': 0.0010410791728645563, 'std': 0.20320911705493927}"
1753362404.439202,3,4,3.4040117263793945,"{'norm': 3.4040117263793945, 'mean': -0.00103742815554142, 'std': 0.2005806267261505}"
1753362412.5632408,4,0,3.4325034618377686,"{'norm': 3.4325034618377686, 'mean': -0.001000458956696093, 'std': 0.20225973427295685}"
1753362412.5633104,4,1,3.4166829586029053,"{'norm': 3.4166829586029053, 'mean': -0.00034233948099426925, 'std': 0.20132969319820404}"
1753362412.5633512,4,2,3.420006036758423,"{'norm': 3.420006036758423, 'mean': -0.00020239150035195053, 'std': 0.20152568817138672}"
1753362412.5633903,4,3,3.4191970825195312,"{'norm': 3.4191970825195312, 'mean': -0.00015414319932460785, 'std': 0.20147804915905}"
1753362412.5634243,4,4,3.414546251296997,"{'norm': 3.414546251296997, 'mean': -0.0005120423738844693, 'std': 0.20120342075824738}"
1753362419.3663552,5,0,3.4196724891662598,"{'norm': 3.4196724891662598, 'mean': -0.0004914018209092319, 'std': 0.20150555670261383}"
1753362419.3664248,5,1,3.432065010070801,"{'norm': 3.432065010070801, 'mean': -0.0004227595927659422, 'std': 0.20223592221736908}"
1753362419.3664625,5,2,3.4176955223083496,"{'norm': 3.4176955223083496, 'mean': -0.00035109350574202836, 'std': 0.20138932764530182}"
1753362419.3664975,5,3,3.4212207794189453,"{'norm': 3.4212207794189453, 'mean': -0.0007214418146759272, 'std': 0.20159609615802765}"
1753362419.3665316,5,4,3.4171948432922363,"{'norm': 3.4171948432922363, 'mean': -0.0004190769395790994, 'std': 0.20135971903800964}"
1753362426.1886792,6,0,3.4200072288513184,"{'norm': 3.4200072288513184, 'mean': -0.0004987172433175147, 'std': 0.2015252411365509}"
1753362426.188755,6,1,3.4368271827697754,"{'norm': 3.4368271827697754, 'mean': 0.00024786259746178985, 'std': 0.2025168240070343}"
1753362426.188822,6,2,3.418771266937256,"{'norm': 3.418771266937256, 'mean': -0.0005172774544917047, 'std': 0.2014523595571518}"
1753362426.188888,6,3,3.4517645835876465,"{'norm': 3.4517645835876465, 'mean': 9.527843940304592e-05, 'std': 0.20339715480804443}"
1753362426.188931,6,4,3.419119358062744,"{'norm': 3.419119358062744, 'mean': -0.0004983370308764279, 'std': 0.2014729380607605}"
1753362432.4289122,7,0,3.428311824798584,"{'norm': 3.428311824798584, 'mean': -0.000210048834560439, 'std': 0.20201510190963745}"
1753362432.4289825,7,1,3.4259192943573,"{'norm': 3.4259192943573, 'mean': -0.0006994183058850467, 'std': 0.2018730193376541}"
1753362432.429021,7,2,3.432777166366577,"{'norm': 3.432777166366577, 'mean': 0.00048339139902964234, 'std': 0.2022777497768402}"
1753362432.4290586,7,3,3.4322621822357178,"{'norm': 3.4322621822357178, 'mean': -0.0001691348006715998, 'std': 0.20224790275096893}"
1753362432.4291317,7,4,3.428471565246582,"{'norm': 3.428471565246582, 'mean': -0.00022828744840808213, 'std': 0.20202448964118958}"
1753362439.071171,8,0,3.427774429321289,"{'norm': 3.427774429321289, 'mean': -0.00021621957421302795, 'std': 0.20198343694210052}"
1753362439.0712423,8,1,3.446733236312866,"{'norm': 3.446733236312866, 'mean': -0.00018376029038336128, 'std': 0.20310062170028687}"
1753362439.0712802,8,2,3.4367668628692627,"{'norm': 3.4367668628692627, 'mean': -0.0008560738060623407, 'std': 0.20251160860061646}"
1753362439.0713136,8,3,3.42893385887146,"{'norm': 3.42893385887146, 'mean': -0.00019472671556286514, 'std': 0.2020517736673355}"
1753362439.0713456,8,4,3.428244113922119,"{'norm': 3.428244113922119, 'mean': -0.00020045331621076912, 'std': 0.2020111083984375}"
1753362445.6545634,9,0,3.4316861629486084,"{'norm': 3.4316861629486084, 'mean': -0.00028621984529308975, 'std': 0.2022138386964798}"
1753362445.6546352,9,1,3.453244924545288,"{'norm': 3.453244924545288, 'mean': 0.0002893313067033887, 'std': 0.2034841924905777}"
1753362445.6546733,9,2,3.430907964706421,"{'norm': 3.430907964706421, 'mean': -0.00033156407880596817, 'std': 0.20216791331768036}"
1753362445.654708,9,3,3.43058180809021,"{'norm': 3.43058180809021, 'mean': -0.00026260814047418535, 'std': 0.20214881002902985}"
1753362445.6547415,9,4,3.4480574131011963,"{'norm': 3.4480574131011963, 'mean': -0.0003757158119697124, 'std': 0.20317837595939636}"
1753362453.8178945,10,0,3.435145616531372,"{'norm': 3.435145616531372, 'mean': 0.001173819531686604, 'std': 0.20241448283195496}"
1753362453.8179686,10,1,3.4385533332824707,"{'norm': 3.4385533332824707, 'mean': -0.00014884314441587776, 'std': 0.20261864364147186}"
1753362453.8180087,10,2,3.4484126567840576,"{'norm': 3.4484126567840576, 'mean': 0.0009238163474947214, 'std': 0.20319756865501404}"
1753362453.818043,10,3,3.4369442462921143,"{'norm': 3.4369442462921143, 'mean': -0.00022985372925177217, 'std': 0.20252373814582825}"
1753362453.8180761,10,4,3.4384889602661133,"{'norm': 3.4384889602661133, 'mean': -0.00022252689814195037, 'std': 0.20261478424072266}"
