timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753391529.5086343,1,-1,training,12.351157665252686,0,0,0,
1753391546.0840402,2,-1,training,14.051602125167847,0,0,0,
1753391560.1489165,3,-1,training,11.546520948410034,0,0,0,
1753391574.3216078,4,-1,training,11.572866201400757,0,0,0,
1753391582.1525066,5,-1,training,5.1297454833984375,0,0,0,
1753391588.2441983,6,-1,training,3.419508218765259,0,0,0,
1753391595.2088876,7,-1,training,4.407279014587402,0,0,0,
1753391601.842911,8,-1,training,3.9371280670166016,0,0,0,
1753391609.5498073,9,-1,training,5.215932130813599,0,0,0,
1753391614.200699,10,-1,training,2.0948374271392822,0,0,0,
