timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753362644.132124,1,-1,training,13.087551832199097,0,0,0,
1753362654.085659,2,-1,training,9.053870677947998,0,0,0,
1753362663.961789,3,-1,training,9.015001773834229,0,0,0,
1753362669.5816135,4,-1,training,4.719895601272583,0,0,0,
1753362675.187917,5,-1,training,4.703909158706665,0,0,0,
1753362681.0985413,6,-1,training,4.953345537185669,0,0,0,
1753362688.192454,7,-1,training,6.193698883056641,0,0,0,
1753362695.4783378,8,-1,training,6.378881931304932,0,0,0,
1753362702.4663,9,-1,training,6.082146406173706,0,0,0,
1753362709.780701,10,-1,training,6.40979790687561,0,0,0,
