round_num,node_0,node_1,node_2,node_3,node_4
1,6.185327529907227,5.148565769195557,3.239227056503296,5.473201274871826,3.239227056503296
2,4.444015979766846,5.661840915679932,4.092194080352783,5.62401819229126,5.205406665802002
3,4.856401443481445,5.008823394775391,5.711149215698242,6.306399345397949,5.735276222229004
4,5.392479419708252,6.797449588775635,6.375491142272949,5.693169116973877,6.488658905029297
5,5.9937615394592285,7.113955020904541,6.638628959655762,6.029623508453369,6.713779449462891
6,6.388078212738037,6.502791881561279,7.202312469482422,7.282564163208008,6.937513828277588
7,8.099703788757324,6.870537757873535,6.952487945556641,7.660703659057617,7.706946849822998
8,8.596735954284668,8.179718971252441,7.895288944244385,7.476808547973633,7.450751781463623
9,9.30555534362793,8.576860427856445,7.707232475280762,8.48729419708252,7.7375807762146
10,9.422261238098145,9.101492881774902,8.185749053955078,8.25147533416748,8.461504936218262
