timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753356052.2469985,1,-1,training,11.77712607383728,0,0,0,
1753356061.9921064,2,-1,training,8.903862476348877,0,0,0,
1753356069.1449866,3,-1,training,6.35724139213562,0,0,0,
1753356076.4655724,4,-1,training,6.530307054519653,0,0,0,
1753356083.7669299,5,-1,training,6.486140966415405,0,0,0,
1753356090.776801,6,-1,training,6.2257561683654785,0,0,0,
1753356098.0239515,7,-1,training,6.500114679336548,0,0,0,
1753356105.2123506,8,-1,training,6.395488262176514,0,0,0,
1753356112.3577156,9,-1,training,6.383716344833374,0,0,0,
1753356119.2304025,10,-1,training,6.105747222900391,0,0,0,
