round_num,node_0,node_1,node_2,node_3,node_4
1,5.572481632232666,5.439348220825195,4.9857401847839355,5.448813438415527,3.1653473377227783
2,6.266012668609619,5.821019172668457,5.419718265533447,5.687110424041748,4.143256664276123
3,6.782380104064941,6.30859375,5.668521881103516,5.118830680847168,5.83712911605835
4,7.0915985107421875,6.544869899749756,6.043338775634766,5.593164920806885,6.330694198608398
5,7.609425067901611,6.983675479888916,6.606632232666016,6.050319194793701,6.680941581726074
6,7.871100425720215,7.440962791442871,6.511382579803467,7.4252424240112305,7.337978839874268
7,8.342096328735352,7.9351067543029785,7.419933319091797,8.058123588562012,7.263094902038574
8,8.72869873046875,8.682768821716309,7.961096286773682,8.221484184265137,7.664762496948242
9,9.314558982849121,8.156193733215332,8.560018539428711,9.07583999633789,8.400065422058105
10,8.700342178344727,9.29123592376709,9.042098045349121,9.424138069152832,8.8472900390625
