round_num,accuracy,loss
0,0.0999,2.34123927192688
1,0.1442,2.2652452407836914
2,0.1795,2.201117820739746
3,0.1976,2.175569882965088
4,0.1937,2.169280048751831
5,0.2015,2.1629305080413816
6,0.2103,2.1505893997192382
7,0.2203,2.1400929244995117
8,0.217,2.150319061470032
9,0.221,2.1513306491851805
10,0.2199,2.1524336910247803
