round_num,node_0,node_1,node_2,node_3,node_4
1,3.3792476654052734,3.3792476654052734,3.3792476654052734,3.3959572315216064,3.3792476654052734
2,3.3956634998321533,3.380756378173828,3.380756378173828,3.380756378173828,3.380756378173828
3,3.381673812866211,3.381673812866211,3.381673812866211,3.3778610229492188,3.381673812866211
4,3.380134105682373,3.380134105682373,3.380134105682373,3.3935887813568115,3.380134105682373
5,3.382347583770752,3.382347583770752,3.382347583770752,3.368628740310669,3.382347583770752
6,3.37856125831604,3.421738386154175,3.37856125831604,3.37856125831604,3.37856125831604
7,3.4073727130889893,3.38582444190979,3.38582444190979,3.38582444190979,3.38582444190979
8,3.3907523155212402,3.3907523155212402,3.3914153575897217,3.3907523155212402,3.3907523155212402
9,3.3899054527282715,3.3817873001098633,3.3899054527282715,3.3899054527282715,3.3899054527282715
10,3.387539863586426,3.387539863586426,3.387539863586426,3.395442247390747,3.387539863586426
