round_num,node_0,node_1,node_2,node_3,node_4
1,3.2337486743927,5.657530784606934,5.101072788238525,3.2337486743927,4.907504558563232
2,5.450324058532715,6.097275733947754,4.009266376495361,5.211158752441406,4.0985589027404785
3,5.1978349685668945,6.303607940673828,5.642767906188965,4.690944671630859,5.569778919219971
4,6.873641490936279,5.770144939422607,5.231661319732666,6.009465217590332,6.058831214904785
5,7.31580114364624,6.942270278930664,5.702733039855957,5.880772590637207,6.632907867431641
6,8.259130477905273,6.626754283905029,6.07950496673584,7.153991222381592,7.106771469116211
7,8.358707427978516,6.824503421783447,7.120564937591553,6.975027561187744,7.718251705169678
8,7.64432430267334,7.961918830871582,7.071545600891113,7.983343601226807,8.150421142578125
9,8.970864295959473,8.334424018859863,7.612456798553467,8.60645580291748,7.885402202606201
10,9.335009574890137,8.193184852600098,8.489299774169922,8.984046936035156,8.210776329040527
