round_num,node_0,node_1,node_2,node_3,node_4
1,3.2683587074279785,3.2683587074279785,3.423621654510498,3.2683587074279785,3.2683587074279785
2,3.277554750442505,3.803971767425537,3.2834911346435547,3.2741479873657227,3.275733709335327
3,3.3307249546051025,3.3463125228881836,3.64802622795105,3.2995409965515137,3.307037353515625
4,3.343032121658325,3.3494794368743896,3.3515326976776123,3.3269221782684326,3.3339955806732178
5,3.339218854904175,3.339141845703125,3.3368935585021973,3.334923028945923,4.071069717407227
6,3.711829662322998,3.4416656494140625,3.472493886947632,3.499183177947998,3.550992727279663
7,3.51601505279541,3.494126319885254,4.073494911193848,3.5123558044433594,3.5154402256011963
8,3.5676937103271484,4.3040337562561035,3.600520372390747,3.5503995418548584,3.5594213008880615
9,3.691391706466675,4.475276470184326,3.6214118003845215,3.624765634536743,3.642728090286255
10,3.792980194091797,4.5659685134887695,3.699873208999634,3.7120039463043213,3.732884645462036
