accuracy,active_nodes,actual_client_rate,actual_data_rate,aggregator_node,avg_bandwidth_mbps,batches_processed,client_sampling_rate,communication_savings_percent,computation_type,current_epoch,data_sampling_rates,epochs_completed,event_type,loss,metrics,network_density,node_id,node_type_distribution,num_active_nodes,num_nodes,num_participating_nodes,num_sampled_clients,num_source_nodes,num_target_nodes,num_updated_nodes,organizational_entities,param_convergence,param_summary,participating_nodes,resource_efficiency_score,round_completion_time,round_num,sampled_clients,sampled_clients_count,sampled_data_points,samples_processed,source_nodes,step_name,strategy_name,target_nodes,throughput_samples_per_sec,time_per_client,time_taken,timestamp,topology_type,total_clients,total_clients_involved,total_communication_bytes,total_computation_time,total_cpu_cores,total_data_points,total_edges,total_epochs,total_gpus,total_memory_gb,updated_nodes
,,,,,4210.0,,,,,,,,NetworkStructureEvent,,,0.5,,"{'tier1_hospital': 1, 'tier2_hospital': 1, 'research_center': 1, 'mobile_unit': 1, 'edge_device': 1}",,5,,,,,,5,,,,,,0,,,,,,network_structure,,,,,,1753380125.9602184,ring,,,,,358,,5,,18,1048,
,,,,,,,,,,,,,InitialStateEvent,,,,,,,5,,,,,,,,,,,,0,,,,,,initial_state,,,,,,1753380125.9604144,ring,,,,,,,,,,,
0.1017,,,,,,,,,,,,,EvaluationEvent,2.340827850341797,"{'loss': 2.340827850341797, 'accuracy': 0.1017}",,,,,,,,,,,,,,,,,0,,,,,,evaluation,,,,,,1753380130.3294106,,,,,,,,,,,,
,"0,1,2,3,4",,,,,,,,,,,,LocalTrainingEvent,,{},,,,5,,,,,,,,,,,,,1,,,,,,local_training,,,,,,1753380130.3296173,,,,,,,,,3,,,
,,0.4,,,,,0.4,,,,"{0: 1.0, 3: 1.0}",,SamplingEvent,,,,,,,,,2,,,,,,,,,,1,"[0, 3]",,,,,resource_sampling,,,,,,1753380130.3298023,,5,,,,,,,,,,
,,,,,,0,,,training,,,0,ComputationTimeEvent,,,,-1,,,,,,,,,,,,,,,1,,,,0,,resource_computation_time,,,,,33.740925788879395,1753380164.0706284,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,2,,,,"{0: {'norm': 3.2389190196990967, 'mean': -6.335173384286463e-05, 'std': 0.110190249979496}}",,,,1,,,,,0,parameter_transfer,,"4,1",,,,1753380164.1616473,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,2,,,,"{1: {'norm': 3.217254400253296, 'mean': -4.781258394359611e-05, 'std': 0.10945320129394531}}",,,,1,,,,,1,parameter_transfer,,"0,2",,,,1753380164.1617303,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,2,,,,"{2: {'norm': 3.217254400253296, 'mean': -4.781258394359611e-05, 'std': 0.10945320129394531}}",,,,1,,,,,2,parameter_transfer,,"1,3",,,,1753380164.1617894,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,2,,,,"{3: {'norm': 3.2611546516418457, 'mean': 0.0004625877772923559, 'std': 0.11094576865434647}}",,,,1,,,,,3,parameter_transfer,,"2,4",,,,1753380164.1618235,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,2,,,,"{4: {'norm': 3.217254400253296, 'mean': -4.781258394359611e-05, 'std': 0.10945320129394531}}",,,,1,,,,,4,parameter_transfer,,"3,0",,,,1753380164.1618543,,,,,,,,,,,,
,,,,0,,,,,,,,,AggregationEvent,,,,,,,,3,,,,,,,,"0,4,1",,,1,,,,,,aggregation,GossipAvg,,,,,1753380164.161894,,,,,,,,,,,,
,,,,1,,,,,,,,,AggregationEvent,,,,,,,,3,,,,,,,,"1,0,2",,,1,,,,,,aggregation,GossipAvg,,,,,1753380164.1619186,,,,,,,,,,,,
,,,,2,,,,,,,,,AggregationEvent,,,,,,,,3,,,,,,,,"2,1,3",,,1,,,,,,aggregation,GossipAvg,,,,,1753380164.1619866,,,,,,,,,,,,
,,,,3,,,,,,,,,AggregationEvent,,,,,,,,3,,,,,,,,"3,2,4",,,1,,,,,,aggregation,GossipAvg,,,,,1753380164.162,,,,,,,,,,,,
,,,,4,,,,,,,,,AggregationEvent,,,,,,,,3,,,,,,,,"4,3,0",,,1,,,,,,aggregation,GossipAvg,,,,,1753380164.1620185,,,,,,,,,,,,
,,,,,,,,,,,,,ModelUpdateEvent,,,,,,,,,,,,5,,6.397869996761662,,,,,1,,,,,,model_update,,,,,,1753380164.435767,,,,,,,,,,,,"0,1,2,3,4"
0.0999,,,,,,,,,,,,,EvaluationEvent,2.5391059490203856,"{'loss': 2.5391059490203856, 'accuracy': 0.0999}",,,,,,,,,,,,,,,,,1,,,,,,evaluation,,,,,,1753380165.2882543,,,,,,,,,,,,
,,,,,,,,60.0,,,,,ResourceSummaryEvent,,,,,,,,,,,,,,,,,0.0028576542471422245,34.95874285697937,1,,2,,,,resource_resource_summary,,,,17.479371428489685,,1753380165.2883275,,,5,26127760,0,,,,,,,
,"0,1,2,3,4",,,,,,,,,,,,LocalTrainingEvent,,{},,,,5,,,,,,,,,,,,,2,,,,,,local_training,,,,,,1753380165.6434624,,,,,,,,,3,,,
,,0.4,,,,,0.4,,,,"{2: 1.0, 4: 1.0}",,SamplingEvent,,,,,,,,,2,,,,,,,,,,2,"[2, 4]",,,,,resource_sampling,,,,,,1753380165.6436334,,5,,,,,,,,,,
,,,,,,0,,,training,,,0,ComputationTimeEvent,,,,-1,,,,,,,,,,,,,,,2,,,,0,,resource_computation_time,,,,,32.5357871055603,1753380198.179314,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,2,,,,"{0: {'norm': 3.2171475887298584, 'mean': -5.274376235320233e-05, 'std': 0.10944957286119461}}",,,,2,,,,,0,parameter_transfer,,"4,1",,,,1753380198.263643,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,2,,,,"{1: {'norm': 3.2164740562438965, 'mean': -4.9546913942322135e-05, 'std': 0.10942666232585907}}",,,,2,,,,,1,parameter_transfer,,"0,2",,,,1753380198.2637157,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,2,,,,"{2: {'norm': 3.238503932952881, 'mean': -4.198153692414053e-05, 'std': 0.11017613857984543}}",,,,2,,,,,2,parameter_transfer,,"1,3",,,,1753380198.2637663,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,2,,,,"{3: {'norm': 3.229445695877075, 'mean': 0.0001984340779017657, 'std': 0.10986778885126114}}",,,,2,,,,,3,parameter_transfer,,"2,4",,,,1753380198.2638,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,2,,,,"{4: {'norm': 3.2593345642089844, 'mean': -3.2777588785393164e-05, 'std': 0.11088480800390244}}",,,,2,,,,,4,parameter_transfer,,"3,0",,,,1753380198.263828,,,,,,,,,,,,
,,,,0,,,,,,,,,AggregationEvent,,,,,,,,3,,,,,,,,"0,4,1",,,2,,,,,,aggregation,GossipAvg,,,,,1753380198.2638612,,,,,,,,,,,,
,,,,1,,,,,,,,,AggregationEvent,,,,,,,,3,,,,,,,,"1,0,2",,,2,,,,,,aggregation,GossipAvg,,,,,1753380198.26388,,,,,,,,,,,,
,,,,2,,,,,,,,,AggregationEvent,,,,,,,,3,,,,,,,,"2,1,3",,,2,,,,,,aggregation,GossipAvg,,,,,1753380198.2638946,,,,,,,,,,,,
,,,,3,,,,,,,,,AggregationEvent,,,,,,,,3,,,,,,,,"3,2,4",,,2,,,,,,aggregation,GossipAvg,,,,,1753380198.2639065,,,,,,,,,,,,
,,,,4,,,,,,,,,AggregationEvent,,,,,,,,3,,,,,,,,"4,3,0",,,2,,,,,,aggregation,GossipAvg,,,,,1753380198.263917,,,,,,,,,,,,
,,,,,,,,,,,,,ModelUpdateEvent,,,,,,,,,,,,5,,6.849918006321845,,,,,2,,,,,,model_update,,,,,,1753380198.53005,,,,,,,,,,,,"0,1,2,3,4"
0.1517,,,,,,,,,,,,,EvaluationEvent,2.486271686935425,"{'loss': 2.486271686935425, 'accuracy': 0.1517}",,,,,,,,,,,,,,,,,2,,,,,,evaluation,,,,,,1753380199.4544985,,,,,,,,,,,,
,,,,,,,,60.0,,,,,ResourceSummaryEvent,,,,,,,,,,,,,,,,,0.004486687082347433,33.81113886833191,2,,2,,,,resource_resource_summary,,,,16.905569434165955,,1753380199.4545562,,,5,26127760,0,,,,,,,
,"0,1,2,3,4",,,,,,,,,,,,LocalTrainingEvent,,{},,,,5,,,,,,,,,,,,,3,,,,,,local_training,,,,,,1753380199.8116283,,,,,,,,,3,,,
,,0.4,,,,,0.4,,,,"{2: 1.0, 1: 1.0}",,SamplingEvent,,,,,,,,,2,,,,,,,,,,3,"[2, 1]",,,,,resource_sampling,,,,,,1753380199.8118045,,5,,,,,,,,,,
,,,,,,0,,,training,,,0,ComputationTimeEvent,,,,-1,,,,,,,,,,,,,,,3,,,,0,,resource_computation_time,,,,,33.2655930519104,1753380233.0772846,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,2,,,,"{0: {'norm': 3.2216439247131348, 'mean': -4.508511847234331e-05, 'std': 0.10960254818201065}}",,,,3,,,,,0,parameter_transfer,,"4,1",,,,1753380233.1647851,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,2,,,,"{1: {'norm': 3.265918731689453, 'mean': -8.354501915164292e-05, 'std': 0.11110877245664597}}",,,,3,,,,,1,parameter_transfer,,"0,2",,,,1753380233.1648548,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,2,,,,"{2: {'norm': 3.234217882156372, 'mean': -0.00018823698337655514, 'std': 0.1100301668047905}}",,,,3,,,,,2,parameter_transfer,,"1,3",,,,1753380233.164889,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,2,,,,"{3: {'norm': 3.2291200160980225, 'mean': 7.700754213146865e-05, 'std': 0.10985685884952545}}",,,,3,,,,,3,parameter_transfer,,"2,4",,,,1753380233.1649194,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,2,,,,"{4: {'norm': 3.2325732707977295, 'mean': 2.1190003280935343e-06, 'std': 0.10997436940670013}}",,,,3,,,,,4,parameter_transfer,,"3,0",,,,1753380233.1649475,,,,,,,,,,,,
,,,,0,,,,,,,,,AggregationEvent,,,,,,,,3,,,,,,,,"0,4,1",,,3,,,,,,aggregation,GossipAvg,,,,,1753380233.1649804,,,,,,,,,,,,
,,,,1,,,,,,,,,AggregationEvent,,,,,,,,3,,,,,,,,"1,0,2",,,3,,,,,,aggregation,GossipAvg,,,,,1753380233.164998,,,,,,,,,,,,
,,,,2,,,,,,,,,AggregationEvent,,,,,,,,3,,,,,,,,"2,1,3",,,3,,,,,,aggregation,GossipAvg,,,,,1753380233.165012,,,,,,,,,,,,
,,,,3,,,,,,,,,AggregationEvent,,,,,,,,3,,,,,,,,"3,2,4",,,3,,,,,,aggregation,GossipAvg,,,,,1753380233.1650243,,,,,,,,,,,,
,,,,4,,,,,,,,,AggregationEvent,,,,,,,,3,,,,,,,,"4,3,0",,,3,,,,,,aggregation,GossipAvg,,,,,1753380233.1650352,,,,,,,,,,,,
,,,,,,,,,,,,,ModelUpdateEvent,,,,,,,,,,,,5,,6.050956229465724,,,,,3,,,,,,model_update,,,,,,1753380233.438401,,,,,,,,,,,,"0,1,2,3,4"
0.1867,,,,,,,,,,,,,EvaluationEvent,2.3384666763305666,"{'loss': 2.3384666763305666, 'accuracy': 0.1867}",,,,,,,,,,,,,,,,,3,,,,,,evaluation,,,,,,1753380234.3648765,,,,,,,,,,,,
,,,,,,,,60.0,,,,,ResourceSummaryEvent,,,,,,,,,,,,,,,,,0.005403237384737978,34.55335879325867,3,,2,,,,resource_resource_summary,,,,17.276679396629333,,1753380234.3649335,,,5,26127760,0,,,,,,,
,"0,1,2,3,4",,,,,,,,,,,,LocalTrainingEvent,,{},,,,5,,,,,,,,,,,,,4,,,,,,local_training,,,,,,1753380234.7371688,,,,,,,,,3,,,
,,0.4,,,,,0.4,,,,"{3: 1.0, 0: 1.0}",,SamplingEvent,,,,,,,,,2,,,,,,,,,,4,"[3, 0]",,,,,resource_sampling,,,,,,1753380234.7373276,,5,,,,,,,,,,
