round_num,node_0,node_1,node_2,node_3,node_4
1,3.230708360671997,3.3607828617095947,3.230708360671997,3.230708360671997,3.230708360671997
2,3.2354848384857178,3.2354848384857178,3.2354848384857178,3.364616632461548,3.2354848384857178
3,3.414691686630249,3.2392544746398926,3.2392544746398926,3.2392544746398926,3.2392544746398926
4,3.252739191055298,3.252739191055298,3.2622435092926025,3.252739191055298,3.252739191055298
5,3.2413439750671387,3.2413439750671387,3.2413439750671387,3.2898519039154053,3.2413439750671387
6,3.2445623874664307,3.2714762687683105,3.2445623874664307,3.2445623874664307,3.2445623874664307
7,3.2426977157592773,3.3090872764587402,3.2426977157592773,3.2426977157592773,3.2426977157592773
8,3.2487566471099854,3.3058533668518066,3.2487566471099854,3.2487566471099854,3.2487566471099854
9,3.2547447681427,3.2547447681427,3.2547447681427,3.283642292022705,3.2547447681427
10,3.2530906200408936,3.2530906200408936,3.303013801574707,3.2530906200408936,3.2530906200408936
