accuracy,active_nodes,aggregator_node,avg_bandwidth_mbps,current_epoch,event_type,loss,metrics,network_density,node_type_distribution,num_active_nodes,num_nodes,num_participating_nodes,num_source_nodes,num_target_nodes,num_updated_nodes,organizational_entities,param_convergence,param_summary,participating_nodes,round_num,source_nodes,step_name,strategy_name,target_nodes,timestamp,topology_type,total_cpu_cores,total_edges,total_epochs,total_gpus,total_memory_gb,updated_nodes
,,,3673.3333333333335,,NetworkStructureEvent,,,0.14285714285714285,"{'tier1_hospital': 3, 'tier2_hospital': 3, 'research_center': 3, 'mobile_unit': 3, 'edge_device': 3}",,15,,,,,5,,,,0,,network_structure,,,1749440626.2309234,ring,940,15,,107,4704,
,,,,,InitialStateEvent,,,,,,15,,,,,,,,,0,,initial_state,,,1749440626.231093,ring,,,,,,
0.1019,,,,,EvaluationEvent,2.423651615524292,"{'loss': 2.423651615524292, 'accuracy': 0.1019}",,,,,,,,,,,,,0,,evaluation,,,1749440628.2796433,,,,,,,
,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",,,,LocalTrainingEvent,,{},,,15,,,,,,,,,,1,,local_training,,,1749440628.2797725,,,,1,,,
,,,,,ParameterTransferEvent,,,,,,,,1,2,,,,"{0: {'norm': 3.23984694480896, 'mean': -0.00601850263774395, 'std': 0.19081491231918335}}",,1,0,parameter_transfer,,"14,1",1749440634.3950703,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,2,,,,"{1: {'norm': 3.23984694480896, 'mean': -0.00601850263774395, 'std': 0.19081491231918335}}",,1,1,parameter_transfer,,"0,2",1749440634.3951213,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,2,,,,"{2: {'norm': 3.23984694480896, 'mean': -0.00601850263774395, 'std': 0.19081491231918335}}",,1,2,parameter_transfer,,"1,3",1749440634.3951411,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,2,,,,"{3: {'norm': 3.23984694480896, 'mean': -0.00601850263774395, 'std': 0.19081491231918335}}",,1,3,parameter_transfer,,"2,4",1749440634.3951578,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,2,,,,"{4: {'norm': 3.7601711750030518, 'mean': 0.04552791267633438, 'std': 0.21684226393699646}}",,1,4,parameter_transfer,,"3,5",1749440634.3951745,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,2,,,,"{5: {'norm': 3.23984694480896, 'mean': -0.00601850263774395, 'std': 0.19081491231918335}}",,1,5,parameter_transfer,,"4,6",1749440634.3951905,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,2,,,,"{6: {'norm': 3.23984694480896, 'mean': -0.00601850263774395, 'std': 0.19081491231918335}}",,1,6,parameter_transfer,,"5,7",1749440634.3952072,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,2,,,,"{7: {'norm': 3.23984694480896, 'mean': -0.00601850263774395, 'std': 0.19081491231918335}}",,1,7,parameter_transfer,,"6,8",1749440634.3952231,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,2,,,,"{8: {'norm': 3.23984694480896, 'mean': -0.00601850263774395, 'std': 0.19081491231918335}}",,1,8,parameter_transfer,,"7,9",1749440634.3952382,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,2,,,,"{9: {'norm': 3.725205659866333, 'mean': 0.028673537075519562, 'std': 0.21762904524803162}}",,1,9,parameter_transfer,,"8,10",1749440634.395253,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,2,,,,"{10: {'norm': 3.23984694480896, 'mean': -0.00601850263774395, 'std': 0.19081491231918335}}",,1,10,parameter_transfer,,"9,11",1749440634.3952682,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,2,,,,"{11: {'norm': 3.23984694480896, 'mean': -0.00601850263774395, 'std': 0.19081491231918335}}",,1,11,parameter_transfer,,"10,12",1749440634.3952835,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,2,,,,"{12: {'norm': 3.23984694480896, 'mean': -0.00601850263774395, 'std': 0.19081491231918335}}",,1,12,parameter_transfer,,"11,13",1749440634.3952973,,,,,,,
