timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753384506.7487204,1,-1,training,25.803357362747192,0,0,0,
1753384530.0175936,2,-1,training,21.450245141983032,0,0,0,
1753384537.0294182,3,-1,training,5.26285195350647,0,0,0,
1753384544.2423456,4,-1,training,5.501731634140015,0,0,0,
1753384551.7144258,5,-1,training,5.739016771316528,0,0,0,
1753384559.3238153,6,-1,training,5.713326454162598,0,0,0,
1753384567.1078906,7,-1,training,5.952593564987183,0,0,0,
1753384574.7935607,8,-1,training,5.869129419326782,0,0,0,
1753384582.3804085,9,-1,training,5.7364137172698975,0,0,0,
1753384590.120201,10,-1,training,5.893290042877197,0,0,0,
