accuracy,active_nodes,aggregator_node,avg_bandwidth_mbps,current_epoch,event_type,loss,metrics,network_density,node_type_distribution,num_active_nodes,num_nodes,num_participating_nodes,num_source_nodes,num_target_nodes,num_updated_nodes,organizational_entities,param_convergence,param_summary,participating_nodes,round_num,source_nodes,step_name,strategy_name,target_nodes,timestamp,topology_type,total_cpu_cores,total_edges,total_epochs,total_gpus,total_memory_gb,updated_nodes
,,,3555.0,,NetworkStructureEvent,,,1.0,"{'tier1_hospital': 2, 'tier2_hospital': 2, 'research_center': 2, 'mobile_unit': 2, 'edge_device': 2}",,10,,,,,5,,,,0,,network_structure,,,1749409587.4096336,complete,528,45,,58,1760,
,,,,,InitialStateEvent,,,,,,10,,,,,,,,,0,,initial_state,,,1749409587.4098158,complete,,,,,,
0.017473789316025962,,,,,EvaluationEvent,1.9907589999664086,"{'loss': 1.9907589999664086, 'accuracy': 0.017473789316025962}",,,,,,,,,,,,,0,,evaluation,,,1749409601.6689744,,,,,,,
,"0,1,2,3,4,5,6,7,8,9",,,,LocalTrainingEvent,,{},,,10,,,,,,,,,,1,,local_training,,,1749409601.6691005,,,,1,,,
,,,,,ParameterTransferEvent,,,,,,,,1,9,,,,"{0: {'norm': 3.206352710723877, 'mean': -0.0010571143357083201, 'std': 0.10907720774412155}}",,1,0,parameter_transfer,,"1,2,3,4,5,6,7,8,9",1749409617.6600893,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,9,,,,"{1: {'norm': 3.211021661758423, 'mean': -0.0016106246039271355, 'std': 0.10922929644584656}}",,1,1,parameter_transfer,,"0,2,3,4,5,6,7,8,9",1749409617.6601782,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,9,,,,"{2: {'norm': 3.209810733795166, 'mean': -0.00047376862494274974, 'std': 0.10919895023107529}}",,1,2,parameter_transfer,,"0,1,3,4,5,6,7,8,9",1749409617.660233,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,9,,,,"{3: {'norm': 3.209293842315674, 'mean': -0.001289278850890696, 'std': 0.10917478054761887}}",,1,3,parameter_transfer,,"0,1,2,4,5,6,7,8,9",1749409617.660286,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,9,,,,"{4: {'norm': 3.2119808197021484, 'mean': -4.2240651964675635e-05, 'std': 0.10927379131317139}}",,1,4,parameter_transfer,,"0,1,2,3,5,6,7,8,9",1749409617.660337,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,9,,,,"{5: {'norm': 3.2119174003601074, 'mean': -0.0016524121165275574, 'std': 0.10925915092229843}}",,1,5,parameter_transfer,,"0,1,2,3,4,6,7,8,9",1749409617.660399,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,9,,,,"{6: {'norm': 3.209249258041382, 'mean': -0.001721191219985485, 'std': 0.10916730761528015}}",,1,6,parameter_transfer,,"0,1,2,3,4,5,7,8,9",1749409617.6604526,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,9,,,,"{7: {'norm': 3.2070391178131104, 'mean': -0.0010205066064372659, 'std': 0.10910091549158096}}",,1,7,parameter_transfer,,"0,1,2,3,4,5,6,8,9",1749409617.6605039,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,9,,,,"{8: {'norm': 3.207789659500122, 'mean': -0.0019457563757896423, 'std': 0.10911387205123901}}",,1,8,parameter_transfer,,"0,1,2,3,4,5,6,7,9",1749409617.6605568,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,9,,,,"{9: {'norm': 3.2046077251434326, 'mean': -0.001625325414352119, 'std': 0.10901085287332535}}",,1,9,parameter_transfer,,"0,1,2,3,4,5,6,7,8",1749409617.6606674,,,,,,,
,,,,,AggregationEvent,,,,,,,10,,,,,,,"0,1,2,3,4,5,6,7,8,9",1,,aggregation,FedAvg,,1749409617.660726,,,,,,,
,,,,,ModelUpdateEvent,,,,,,,,,,10,,4699.61818579219,,,1,,model_update,,,1749409618.9328508,,,,,,,"0,1,2,3,4,5,6,7,8,9"
0.10883674488267599,,,,,EvaluationEvent,1.903171647743648,"{'loss': 1.903171647743648, 'accuracy': 0.10883674488267599}",,,,,,,,,,,,,1,,evaluation,,,1749409619.419876,,,,,,,
,"0,1,2,3,4,5,6,7,8,9",,,,LocalTrainingEvent,,{},,,10,,,,,,,,,,2,,local_training,,,1749409619.4199936,,,,1,,,
,,,,,ParameterTransferEvent,,,,,,,,1,9,,,,"{0: {'norm': 3.2068235874176025, 'mean': -0.001310346880927682, 'std': 0.10909049212932587}}",,2,0,parameter_transfer,,"1,2,3,4,5,6,7,8,9",1749409629.972503,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,9,,,,"{1: {'norm': 3.20770525932312, 'mean': -0.0012057909043505788, 'std': 0.10912169516086578}}",,2,1,parameter_transfer,,"0,2,3,4,5,6,7,8,9",1749409629.9725668,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,9,,,,"{2: {'norm': 3.2070720195770264, 'mean': -0.0007585027487948537, 'std': 0.10910416394472122}}",,2,2,parameter_transfer,,"0,1,3,4,5,6,7,8,9",1749409629.9726026,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,9,,,,"{3: {'norm': 3.206210136413574, 'mean': -0.0010162914404645562, 'std': 0.10907275229692459}}",,2,3,parameter_transfer,,"0,1,2,4,5,6,7,8,9",1749409629.9726357,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,9,,,,"{4: {'norm': 3.208582878112793, 'mean': -0.001201746636070311, 'std': 0.10915158689022064}}",,2,4,parameter_transfer,,"0,1,2,3,5,6,7,8,9",1749409629.9726675,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,9,,,,"{5: {'norm': 3.207484483718872, 'mean': -0.001143494388088584, 'std': 0.10911484062671661}}",,2,5,parameter_transfer,,"0,1,2,3,4,6,7,8,9",1749409629.9727008,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,9,,,,"{6: {'norm': 3.20674991607666, 'mean': -0.0010964185930788517, 'std': 0.10909033566713333}}",,2,6,parameter_transfer,,"0,1,2,3,4,5,7,8,9",1749409629.972733,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,9,,,,"{7: {'norm': 3.207156181335449, 'mean': -0.0011349155101925135, 'std': 0.10910376161336899}}",,2,7,parameter_transfer,,"0,1,2,3,4,5,6,8,9",1749409629.972765,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,9,,,,"{8: {'norm': 3.2065625190734863, 'mean': -0.0010366025380790234, 'std': 0.10908455401659012}}",,2,8,parameter_transfer,,"0,1,2,3,4,5,6,7,9",1749409629.9727964,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,9,,,,"{9: {'norm': 3.2066872119903564, 'mean': -0.0010730779031291604, 'std': 0.10908843576908112}}",,2,9,parameter_transfer,,"0,1,2,3,4,5,6,7,8",1749409629.9728281,,,,,,,
