round_num,node_0,node_1,node_2,node_3,node_4
1,3.255657196044922,3.255657196044922,3.255657196044922,5.791436195373535,3.255657196044922
2,3.255657196044922,3.255657196044922,4.07673454284668,6.0198283195495605,3.594367504119873
3,3.328092098236084,5.505170822143555,4.48873233795166,4.812625408172607,3.8296866416931152
4,4.0106987953186035,4.5351738929748535,4.5891265869140625,4.436289310455322,5.25061559677124
5,4.420112133026123,4.480700492858887,4.471678733825684,4.630673408508301,5.475223541259766
6,4.650564670562744,4.544579982757568,4.5538530349731445,4.826389789581299,5.9062700271606445
7,4.86774206161499,6.114245414733887,4.7039265632629395,5.079191207885742,5.162113189697266
8,5.285289287567139,5.399247646331787,5.086175441741943,6.552301406860352,5.184150218963623
9,5.293212890625,5.280979633331299,5.692924976348877,6.988984107971191,5.453035831451416
10,5.324981212615967,6.670668601989746,6.045692443847656,6.2507524490356445,5.652648448944092
