round_num,node_0,node_1,node_2,node_3,node_4
1,3.489922523498535,3.4441778659820557,3.4636969566345215,3.4441778659820557,3.4441778659820557
2,3.459637403488159,3.4637436866760254,3.450526237487793,3.4456255435943604,3.4363961219787598
3,3.450603485107422,3.4550163745880127,3.4484455585479736,3.4413628578186035,3.448246717453003
4,3.459317445755005,3.4500622749328613,3.4455556869506836,3.443622350692749,3.450038194656372
5,3.4465320110321045,3.473066568374634,3.4458749294281006,3.4453041553497314,3.44844651222229
6,3.453601837158203,3.4576802253723145,3.4416310787200928,3.4737532138824463,3.449794054031372
7,3.4538686275482178,3.452073574066162,3.455519437789917,3.4721686840057373,3.4540059566497803
8,3.4514288902282715,3.452582597732544,3.4588401317596436,3.4644994735717773,3.4557180404663086
9,3.4639391899108887,3.452918529510498,3.4592604637145996,3.4590179920196533,3.454394578933716
10,3.4513583183288574,3.4539177417755127,3.4569292068481445,3.456854820251465,3.4557647705078125
