round_num,node_0,node_1,node_2,node_3,node_4
1,3.3467938899993896,3.3839993476867676,3.332024335861206,3.3815956115722656,3.397486448287964
2,3.2851147651672363,3.3317127227783203,3.3315000534057617,3.343719720840454,3.295046091079712
3,3.3278512954711914,3.3676884174346924,3.357372283935547,3.3407270908355713,3.319053888320923
4,3.3628151416778564,3.3473594188690186,3.3440654277801514,3.360008716583252,3.3272578716278076
5,3.355870246887207,3.3600082397460938,3.3383631706237793,3.368471145629883,3.346987247467041
6,3.346299171447754,3.3683485984802246,3.3715710639953613,3.3610568046569824,3.3460419178009033
7,3.349266529083252,3.366042137145996,3.364912748336792,3.376386880874634,3.3599743843078613
8,3.3910605907440186,3.3760340213775635,3.361199140548706,3.3959169387817383,3.372513771057129
9,3.379685163497925,3.3983137607574463,3.3734891414642334,3.393326759338379,3.387878894805908
10,3.406801223754883,3.41098690032959,3.3702316284179688,3.3946354389190674,3.3569235801696777
