timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753378518.8119776,1,-1,training,22.238144397735596,0,0,0,
1753378525.5202045,2,-1,training,4.885153770446777,0,0,0,
1753378531.7339182,3,-1,training,4.596528053283691,0,0,0,
1753378537.907763,4,-1,training,4.583744764328003,0,0,0,
1753378544.102578,5,-1,training,4.584886074066162,0,0,0,
1753378550.274002,6,-1,training,4.5746910572052,0,0,0,
1753378556.4900343,7,-1,training,4.609053611755371,0,0,0,
1753378562.641712,8,-1,training,4.56068229675293,0,0,0,
1753378568.8089452,9,-1,training,4.57626748085022,0,0,0,
1753378575.1441894,10,-1,training,4.699420928955078,0,0,0,
