timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753363548.8785722,1,-1,training,26.49409317970276,0,0,0,
1753363557.3959858,2,-1,training,7.226122617721558,0,0,0,
1753363584.0884836,3,-1,training,25.39544153213501,0,0,0,
1753363592.7408938,4,-1,training,7.1236748695373535,0,0,0,
1753363600.8272593,5,-1,training,6.743005275726318,0,0,0,
1753363609.818275,6,-1,training,7.566705942153931,0,0,0,
1753363618.9478858,7,-1,training,7.51032018661499,0,0,0,
1753363628.4239202,8,-1,training,7.905561208724976,0,0,0,
1753363638.4242153,9,-1,training,8.245061874389648,0,0,0,
1753363646.2386634,10,-1,training,6.0817811489105225,0,0,0,
