timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753373199.8448133,1,-1,training,21.60332751274109,0,0,0,
1753373223.0435278,2,-1,training,21.595643758773804,0,0,0,
1753373250.9066691,3,-1,training,26.509448051452637,0,0,0,
1753373256.0957136,4,-1,training,3.6463840007781982,0,0,0,
1753373278.1165116,5,-1,training,20.661155223846436,0,0,0,
1753373283.2274835,6,-1,training,3.708226203918457,0,0,0,
1753373301.7215514,7,-1,training,17.09095335006714,0,0,0,
1753373309.0238829,8,-1,training,5.779365539550781,0,0,0,
1753373332.6831841,9,-1,training,22.25160002708435,0,0,0,
1753373338.3316402,10,-1,training,4.243959188461304,0,0,0,
