timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753371093.0285592,1,-1,training,15.801884412765503,0,0,0,
1753371107.0834463,2,-1,training,13.02126407623291,0,0,0,
1753371114.1162934,3,-1,training,6.077348947525024,0,0,0,
1753371130.7070277,4,-1,training,15.6251802444458,0,0,0,
1753371138.5245862,5,-1,training,6.703468561172485,0,0,0,
1753371146.2852635,6,-1,training,6.788151025772095,0,0,0,
1753371153.6676664,7,-1,training,6.4499945640563965,0,0,0,
1753371160.9389625,8,-1,training,6.335104465484619,0,0,0,
1753371168.3690057,9,-1,training,6.500735521316528,0,0,0,
1753371175.7179947,10,-1,training,6.412088394165039,0,0,0,
