round_num,node_0,node_1,node_2,node_3,node_4
1,3.3328380584716797,3.3230373859405518,3.319943904876709,3.315746307373047,3.286458730697632
2,3.3166592121124268,3.2972285747528076,3.2952804565429688,3.3080246448516846,3.3311514854431152
3,3.2974090576171875,3.319971799850464,3.3012535572052,3.3156983852386475,3.2995851039886475
4,3.291995048522949,3.319563388824463,3.3011767864227295,3.3141257762908936,3.310695171356201
5,3.3142082691192627,3.325883388519287,3.3082144260406494,3.3139162063598633,3.3011746406555176
6,3.3067750930786133,3.308825969696045,3.3006057739257812,3.3321638107299805,3.312842845916748
7,3.3424735069274902,3.306081771850586,3.31626296043396,3.3331775665283203,3.3112378120422363
8,3.315730333328247,3.332685947418213,3.323737382888794,3.3436439037323,3.336841583251953
9,3.332853078842163,3.3246681690216064,3.348039388656616,3.3268206119537354,3.3403754234313965
10,3.3455746173858643,3.348597288131714,3.339935541152954,3.3266561031341553,3.3502631187438965
