round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9
1,3.343662738800049,3.3445398807525635,3.3428640365600586,3.3423545360565186,3.343532085418701,3.3436057567596436,3.3435564041137695,3.343747615814209,3.3436501026153564,3.3437283039093018
2,3.343031644821167,3.3433682918548584,3.3428218364715576,3.3423526287078857,3.3442087173461914,3.3428897857666016,3.343324899673462,3.343533754348755,3.3434019088745117,3.343945264816284
3,3.3431692123413086,3.343799114227295,3.3423819541931152,3.343742847442627,3.3430867195129395,3.342899799346924,3.3434102535247803,3.343393564224243,3.3428587913513184,3.343372344970703
