round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9
1,3.2310216426849365,3.2310216426849365,3.2310216426849365,5.208080291748047,3.2310216426849365,3.2310216426849365,3.2310216426849365,4.451343059539795,3.2310216426849365,3.2310216426849365
2,4.5196213722229,3.2310216426849365,3.9628820419311523,4.135797023773193,4.48679780960083,3.2958102226257324,3.427251100540161,3.435403823852539,3.2674052715301514,3.2500555515289307
3,3.548685312271118,4.760395526885986,3.759036064147949,4.159839153289795,3.8608579635620117,3.4725544452667236,3.4435033798217773,4.629910469055176,3.279797315597534,3.3297817707061768
4,3.8940773010253906,4.201662063598633,4.046065330505371,4.023882865905762,3.76790189743042,4.715724945068359,4.511137008666992,3.575955390930176,3.341341495513916,3.47391414642334
5,3.9334487915039062,4.056420803070068,3.9924237728118896,3.916996479034424,4.099025726318359,5.32680606842041,4.183406829833984,4.525111198425293,3.4054884910583496,3.551508665084839
6,3.9099371433258057,3.979707956314087,4.129718780517578,3.9752609729766846,4.417722702026367,4.651916980743408,4.426089286804199,3.8380422592163086,5.193032741546631,3.621084690093994
7,3.8836278915405273,3.9424338340759277,4.145795822143555,4.122175693511963,4.374533653259277,4.488826751708984,4.316232681274414,4.61681604385376,4.755448818206787,4.494442939758301
8,3.9766037464141846,3.965073347091675,4.271130084991455,4.198835849761963,4.342739105224609,5.4254350662231445,4.395686626434326,4.601070404052734,4.6684699058532715,4.381120204925537
9,4.026965618133545,4.014413356781006,4.1096930503845215,4.237854480743408,5.119175910949707,4.8347392082214355,5.240322589874268,4.620643615722656,4.6067962646484375,4.364972114562988
10,4.070413589477539,5.107209205627441,4.132347583770752,4.524486064910889,4.780706405639648,4.895375728607178,4.9238600730896,5.063925266265869,4.580275535583496,4.369537353515625
