round_num,node_0,node_1,node_2,node_3,node_4
1,3.239758014678955,3.270329713821411,3.255632162094116,3.256552219390869,3.2669191360473633
2,3.2635550498962402,3.2488911151885986,3.242504358291626,3.2237462997436523,3.242550849914551
3,3.2556838989257812,3.244671583175659,3.225708246231079,3.2280473709106445,3.2475647926330566
4,3.247022867202759,3.253683090209961,3.226012945175171,3.2288997173309326,3.238313674926758
5,3.2455554008483887,3.255676507949829,3.2417542934417725,3.228571653366089,3.2404940128326416
6,3.254678249359131,3.2532730102539062,3.233515977859497,3.2523021697998047,3.244450092315674
7,3.2495064735412598,3.24648118019104,3.23699951171875,3.2404232025146484,3.2521088123321533
8,3.2320544719696045,3.2548694610595703,3.2491848468780518,3.2598211765289307,3.242060899734497
9,3.250668525695801,3.2430152893066406,3.258845329284668,3.262991428375244,3.2475342750549316
10,3.229154109954834,3.2616751194000244,3.249786138534546,3.244776725769043,3.249321222305298
