round_num,node_0,node_1,node_2,node_3,node_4
1,3.2731077671051025,3.2851316928863525,3.2585721015930176,3.2932803630828857,3.282853603363037
2,3.270143747329712,3.2815985679626465,3.2533068656921387,3.288872003555298,3.2735471725463867
3,3.2657277584075928,3.272068500518799,3.275667428970337,3.2673983573913574,3.27148699760437
4,3.2513532638549805,3.2830379009246826,3.267137050628662,3.278191566467285,3.2737200260162354
5,3.26676869392395,3.2601828575134277,3.262136936187744,3.280423879623413,3.2729904651641846
6,3.264655828475952,3.278393507003784,3.2704460620880127,3.292128086090088,3.266613245010376
7,3.2720353603363037,3.2660601139068604,3.266169548034668,3.2906997203826904,3.2643394470214844
8,3.270732879638672,3.2834577560424805,3.2644426822662354,3.2937870025634766,3.2695417404174805
9,3.300856351852417,3.282650947570801,3.27555775642395,3.2678253650665283,3.2793264389038086
10,3.2866554260253906,3.2801191806793213,3.2685394287109375,3.278083562850952,3.2848565578460693
