timestamp,round_num,total_communication_bytes,total_computation_time,total_clients_involved,sampled_clients_count,round_completion_time,resource_efficiency_score,communication_savings_percent,time_per_client
1753390197.8201144,1,52255520,0,5,3,34.4659321308136,0.0046915893464385735,40.0,11.488644043604532
1753390231.8389835,2,52255520,0,5,3,33.65899395942688,0.005110075488510789,40.0,11.219664653142294
1753390241.1621706,3,52255520,0,5,3,8.952836513519287,0.021657940442361488,40.0,2.984278837839762
1753390270.00363,4,52255520,0,5,3,28.407703161239624,0.005801243383339008,40.0,9.469234387079874
1753390279.3680248,5,52255520,0,5,3,8.884276628494263,0.020530652930706165,40.0,2.961425542831421
1753390288.728273,6,52255520,0,5,3,8.86881947517395,0.024930037263574293,40.0,2.956273158391317
1753390297.7315001,7,52255520,0,5,3,8.486692428588867,0.027984989676300843,40.0,2.828897476196289
1753390307.2358267,8,52255520,0,5,3,9.003244638442993,0.025357524888880708,40.0,3.0010815461476645
1753390316.7162242,9,52255520,0,5,3,8.90943956375122,0.028082574466070685,40.0,2.9698131879170737
1753390326.4298022,10,52255520,0,5,3,9.087515115737915,0.026145761187073048,40.0,3.0291717052459717
