round_num,node_0,node_1,node_2,node_3,node_4
1,3.341308832168579,3.38093638420105,3.3333559036254883,3.343234062194824,3.3333559036254883
2,3.3298323154449463,3.3338449001312256,3.329213857650757,3.340020179748535,3.356355667114258
3,3.336045980453491,3.3339602947235107,3.3312995433807373,3.3323378562927246,3.3347463607788086
4,3.358978748321533,3.3282575607299805,3.3622097969055176,3.328915596008301,3.3422045707702637
5,3.356006622314453,3.3331587314605713,3.334730625152588,3.353226661682129,3.3581182956695557
6,3.341265916824341,3.341226100921631,3.3491933345794678,3.3456900119781494,3.3449344635009766
7,3.3402163982391357,3.3499631881713867,3.3412556648254395,3.3410115242004395,3.3349599838256836
8,3.3361575603485107,3.3371756076812744,3.3517661094665527,3.3494319915771484,3.356004476547241
9,3.3479835987091064,3.350102663040161,3.3435287475585938,3.3434038162231445,3.3701319694519043
10,3.354700803756714,3.3471927642822266,3.343019723892212,3.352018356323242,3.351332902908325
