round_num,node_0,node_1,node_2,node_3,node_4
1,3.2303407192230225,3.1925559043884277,3.1925559043884277,3.2329187393188477,3.2356886863708496
2,3.2210144996643066,3.219130039215088,3.2000532150268555,3.2000532150268555,3.2193386554718018
3,3.221160888671875,3.20234751701355,3.22715425491333,3.211893081665039,3.20234751701355
4,3.2052860260009766,3.220689535140991,3.2088615894317627,3.203003406524658,3.2052860260009766
5,3.2037899494171143,3.222064733505249,3.2027602195739746,3.2037899494171143,3.2121360301971436
6,3.2041523456573486,3.2128632068634033,3.2041523456573486,3.21748423576355,3.2251596450805664
7,3.2229573726654053,3.2075421810150146,3.2075421810150146,3.224889039993286,3.2198495864868164
8,3.211603879928589,3.231091022491455,3.2161197662353516,3.2170522212982178,3.211603879928589
9,3.221527576446533,3.2298357486724854,3.2253921031951904,3.212470293045044,3.212470293045044
10,3.225651502609253,3.2404263019561768,3.215451240539551,3.215451240539551,3.2349088191986084
