edge,weight
0-1,111.86
0-24,507.63
1-2,462.93
2-3,4344.51
3-4,100.35
4-5,101.54
5-6,443.71
6-7,958.11
7-8,94.68
8-9,1055.71
9-10,821.51
10-11,468.51
11-12,118.81
12-13,587.22
13-14,5885.78
14-15,5451.73
15-16,85.7
16-17,1674.76
17-18,85.78
18-19,2344.5
19-20,4105.2
20-21,406.63
21-22,538.37
22-23,841.88
23-24,2252.99
