activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1753352327.9605808,3
aggregation,,False,,,1,FedAvg,1753352339.6254094,
model_update,,,,3.94231507775793,1,,1753352339.9079466,
local_training,,,{},,2,,1753352340.5671608,3
aggregation,,False,,,2,FedAvg,1753352353.1804295,
model_update,,,,3.736614551332393,2,,1753352353.451039,
local_training,,,{},,3,,1753352354.0532024,3
aggregation,,False,,,3,FedAvg,1753352365.8809266,
model_update,,,,3.669317295778588,3,,1753352366.1622791,
local_training,,,{},,4,,1753352366.7659283,3
aggregation,,False,,,4,FedAvg,1753352378.2119596,
model_update,,,,3.391143844255563,4,,1753352378.4889076,
local_training,,,{},,5,,1753352379.1470428,3
aggregation,,False,,,5,FedAvg,1753352388.653907,
model_update,,,,2.507870175773491,5,,1753352388.9360309,
local_training,,,{},,6,,1753352389.595607,3
aggregation,,False,,,6,FedAvg,1753352400.4289684,
model_update,,,,3.0551439333859713,6,,1753352400.7148411,
local_training,,,{},,7,,1753352401.3191812,3
aggregation,,False,,,7,FedAvg,1753352411.8968527,
model_update,,,,3.2168553792350436,7,,1753352412.188858,
local_training,,,{},,8,,1753352412.8934073,3
aggregation,,False,,,8,FedAvg,1753352423.7195237,
model_update,,,,3.03823093912046,8,,1753352424.00963,
local_training,,,{},,9,,1753352424.632645,3
aggregation,,False,,,9,FedAvg,1753352435.947408,
model_update,,,,2.7541868707346757,9,,1753352436.237125,
local_training,,,{},,10,,1753352436.8774846,3
aggregation,,False,,,10,FedAvg,1753352438.9307375,
model_update,,,,2.303385227753071,10,,1753352439.223669,
