timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753365330.988209,1,-1,training,17.19787335395813,0,0,0,
1753365350.3425891,2,-1,training,17.431551456451416,0,0,0,
1753365356.6608737,3,-1,training,4.253418922424316,0,0,0,
1753365362.5440092,4,-1,training,3.8990540504455566,0,0,0,
1753365368.7114885,5,-1,training,4.177368879318237,0,0,0,
1753365374.04618,6,-1,training,3.3453633785247803,0,0,0,
1753365380.0099099,7,-1,training,3.953967332839966,0,0,0,
1753365386.0376377,8,-1,training,4.012894630432129,0,0,0,
1753365392.2885578,9,-1,training,4.207127332687378,0,0,0,
1753365398.2549424,10,-1,training,3.9246578216552734,0,0,0,
