round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6
1,3.236149549484253,3.2376911640167236,3.2357349395751953,3.2357349395751953,3.2439680099487305,3.2357349395751953,3.2357349395751953
2,3.2360587120056152,3.2353312969207764,3.2359657287597656,3.2359657287597656,3.2359657287597656,3.2359657287597656,3.2383413314819336
3,3.2358579635620117,3.2358579635620117,3.2358579635620117,3.237598419189453,3.2358579635620117,3.251502275466919,3.2362844944000244
