round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,node_23,node_24,node_25,node_26,node_27,node_28,node_29
1,3.248440980911255,3.245260238647461,3.2288570404052734,3.234976053237915,3.23679518699646,3.2324187755584717,3.2355878353118896,3.2275595664978027,3.231062173843384,3.230388641357422,3.2306859493255615,3.2318286895751953,3.2327494621276855,3.2345659732818604,3.2316060066223145,3.2306127548217773,3.231393575668335,3.2349252700805664,3.235546350479126,3.232686996459961,3.2318451404571533,3.230398416519165,3.2337357997894287,3.231668472290039,3.2302839756011963,3.2345333099365234,3.2314929962158203,3.231137990951538,3.23226261138916,3.2333526611328125
2,3.2390494346618652,3.2343156337738037,3.237102746963501,3.236797332763672,3.239037275314331,3.2334346771240234,3.2327606678009033,3.23590350151062,3.2376058101654053,3.230928897857666,3.2376861572265625,3.237358808517456,3.234292507171631,3.235238552093506,3.2399213314056396,3.2356810569763184,3.2374250888824463,3.233492136001587,3.2384097576141357,3.239452600479126,3.2358925342559814,3.2361056804656982,3.233980178833008,3.230232000350952,3.2335293292999268,3.2359611988067627,3.2367353439331055,3.2414445877075195,3.2407708168029785,3.2355191707611084
3,3.230811357498169,3.2336654663085938,3.24094295501709,3.2296907901763916,3.23610782623291,3.2329678535461426,3.235337018966675,3.235621929168701,3.2360589504241943,3.2335731983184814,3.237269401550293,3.2368996143341064,3.2417263984680176,3.2360899448394775,3.240427017211914,3.2350425720214844,3.2349860668182373,3.241364002227783,3.2359962463378906,3.236799955368042,3.2342307567596436,3.2379252910614014,3.2345633506774902,3.2338051795959473,3.233020067214966,3.2370684146881104,3.2386622428894043,3.2376019954681396,3.240328788757324,3.237414598464966
