round_num,node_0,node_1,node_2,node_3,node_4
1,3.395746946334839,3.6294329166412354,3.260166883468628,3.260166883468628,3.260166883468628
2,3.7361350059509277,3.3116884231567383,3.27659010887146,3.279545545578003,3.9457459449768066
3,3.4181323051452637,4.178203582763672,3.411839485168457,4.367702960968018,3.49357008934021
4,3.711693286895752,3.788619041442871,3.7303593158721924,4.590966701507568,4.436192035675049
5,4.018345355987549,4.678635597229004,4.169872760772705,4.243847370147705,4.797585964202881
6,4.356057167053223,4.948759078979492,4.394428730010986,4.429778575897217,4.99103307723999
7,4.917293548583984,4.658141136169434,4.613097667694092,4.6469855308532715,5.166886329650879
8,4.781546115875244,4.767068386077881,5.0882720947265625,5.295627593994141,4.862312316894531
9,4.929635047912598,4.961216926574707,5.352927207946777,5.59005880355835,4.9486565589904785
10,5.118243217468262,5.158504486083984,5.514608860015869,5.194371223449707,5.5128397941589355
