round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6
1,3.1675026416778564,3.1678051948547363,3.1675026416778564,3.1675026416778564,3.1675026416778564,3.168126106262207,3.1676318645477295
2,3.167942762374878,3.1677989959716797,3.1677989959716797,3.167834997177124,3.1675827503204346,3.1677989959716797,3.1677989959716797
3,3.1677768230438232,3.168689012527466,3.1669461727142334,3.1677768230438232,3.1671013832092285,3.1677768230438232,3.1677768230438232
