round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,node_23,node_24
1,3.2413179874420166,3.237081289291382,3.2384133338928223,3.247473955154419,3.2328381538391113,3.2254574298858643,3.2570321559906006,3.2263050079345703,3.2381832599639893,3.22843861579895,3.228898525238037,3.2297093868255615,3.231525182723999,3.2290780544281006,3.228598117828369,3.241976499557495,3.2407634258270264,3.2321178913116455,3.2359650135040283,3.2452754974365234,3.242561101913452,3.242785930633545,3.220168352127075,3.232234477996826,3.2375833988189697
2,3.2544758319854736,3.2347609996795654,3.2424564361572266,3.2382826805114746,3.25190806388855,3.2294094562530518,3.251682758331299,3.2422945499420166,3.2438790798187256,3.2397348880767822,3.2385525703430176,3.225649833679199,3.233926773071289,3.2169137001037598,3.239361524581909,3.2435505390167236,3.2218918800354004,3.240180730819702,3.2377376556396484,3.2385737895965576,3.238459825515747,3.232027530670166,3.2263681888580322,3.2377076148986816,3.253257989883423
3,3.2583911418914795,3.278883695602417,3.2352514266967773,3.243173360824585,3.243255138397217,3.2413737773895264,3.2521867752075195,3.2410576343536377,3.2293941974639893,3.2576704025268555,3.2417802810668945,3.242938756942749,3.249924659729004,3.2363228797912598,3.2400214672088623,3.2480597496032715,3.2246620655059814,3.236582040786743,3.249620199203491,3.2362241744995117,3.2334113121032715,3.2287087440490723,3.2320423126220703,3.2471389770507812,3.248234272003174
