round_num,accuracy,loss
0,0.0971,2.3687887367248535
1,0.1,3.9889598194122313
2,0.1144,3.2536303810119627
3,0.1528,3.048121614074707
4,0.1097,3.7588370502471924
5,0.116,3.1208897651672363
6,0.1635,3.034743574142456
7,0.1598,3.090686706542969
8,0.1595,2.9983320335388184
9,0.1424,3.4668883724212645
10,0.146,3.6214659187316895
