round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19
1,3.252579689025879,3.251966953277588,3.252579689025879,3.252579689025879,3.252579689025879,3.252579689025879,3.252579689025879,3.252579689025879,3.252579689025879,3.252579689025879,3.2515151500701904,3.252579689025879,3.252579689025879,3.252579689025879,3.252579689025879,3.252579689025879,3.252579689025879,3.252579689025879,3.358340263366699,3.2514760494232178
2,3.2546956539154053,3.254842758178711,3.254842758178711,3.254842758178711,3.254842758178711,3.254842758178711,3.254842758178711,3.254842758178711,3.254842758178711,3.254842758178711,3.294074535369873,3.254842758178711,3.254842758178711,3.254842758178711,3.254695177078247,3.254842758178711,3.254842758178711,3.2557425498962402,3.254842758178711,3.254842758178711
3,3.2544729709625244,3.3121209144592285,3.289114475250244,3.2544729709625244,3.2544729709625244,3.2537357807159424,3.2544729709625244,3.2544729709625244,3.2544729709625244,3.2532389163970947,3.2544729709625244,3.2544729709625244,3.2544729709625244,3.2544729709625244,3.2544729709625244,3.2544729709625244,3.2544729709625244,3.2544729709625244,3.2544729709625244,3.2544729709625244
4,3.254755973815918,3.254755973815918,3.254755973815918,3.254755973815918,3.254755973815918,3.254755973815918,3.254755973815918,3.375852346420288,3.339608669281006,3.254755973815918,3.254755973815918,3.254755973815918,3.602309226989746,3.254755973815918,3.254755973815918,3.253225564956665,3.254755973815918,3.254755973815918,3.254755973815918,3.254755973815918
5,3.263200283050537,3.263200283050537,3.263200283050537,3.263200283050537,3.3184871673583984,3.2793192863464355,3.263200283050537,3.263200283050537,3.263200283050537,3.263200283050537,3.263200283050537,3.263200283050537,3.263200283050537,3.263200283050537,3.263200283050537,3.2642786502838135,3.263200283050537,3.2758641242980957,3.263200283050537,3.263200283050537
6,3.26487398147583,3.370321750640869,3.26487398147583,3.26487398147583,3.26487398147583,3.26487398147583,3.26487398147583,3.26487398147583,3.37882924079895,3.26487398147583,3.26487398147583,3.26487398147583,3.26487398147583,3.26487398147583,3.26487398147583,3.26487398147583,3.26487398147583,3.3001163005828857,3.4690232276916504,3.26487398147583
7,3.278866767883301,3.278866767883301,3.278866767883301,3.278866767883301,3.3569579124450684,3.278866767883301,3.278866767883301,3.278866767883301,3.278866767883301,3.278866767883301,3.278866767883301,3.278866767883301,3.278866767883301,3.278866767883301,3.278866767883301,3.278866767883301,3.377922534942627,3.3265879154205322,3.54263973236084,3.278866767883301
8,3.5101218223571777,3.2948365211486816,3.2948365211486816,3.4665184020996094,3.2948365211486816,3.3752248287200928,3.2948365211486816,3.2948365211486816,3.2948365211486816,3.2948365211486816,3.2948365211486816,3.2948365211486816,3.2948365211486816,3.2948365211486816,3.2948365211486816,3.2948365211486816,3.4131951332092285,3.2948365211486816,3.2948365211486816,3.2948365211486816
9,3.313636302947998,3.51411771774292,3.313636302947998,3.313636302947998,3.313636302947998,3.313636302947998,3.313636302947998,3.313636302947998,3.313636302947998,3.4209043979644775,3.313636302947998,3.313636302947998,3.5352649688720703,3.313636302947998,3.346236228942871,3.313636302947998,3.313636302947998,3.313636302947998,3.313636302947998,3.313636302947998
10,3.328941583633423,3.462327003479004,3.328941583633423,3.328941583633423,3.328941583633423,3.328941583633423,3.328941583633423,3.328941583633423,3.328941583633423,3.328941583633423,3.328941583633423,3.328941583633423,3.328941583633423,3.5061252117156982,3.328941583633423,3.328941583633423,3.4592695236206055,3.328941583633423,3.328941583633423,3.3642513751983643
