timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753363905.911811,1,-1,training,26.534583806991577,0,0,0,
1753363913.8888135,2,-1,training,6.77856969833374,0,0,0,
1753363921.9935298,3,-1,training,6.899136066436768,0,0,0,
1753363930.132441,4,-1,training,6.88721489906311,0,0,0,
1753363938.334768,5,-1,training,6.93103551864624,0,0,0,
1753363946.2316065,6,-1,training,6.637063503265381,0,0,0,
1753363954.5349452,7,-1,training,7.027174711227417,0,0,0,
1753363962.6605887,8,-1,training,6.803615093231201,0,0,0,
1753363971.2201865,9,-1,training,7.279345750808716,0,0,0,
1753363979.6323843,10,-1,training,7.017476797103882,0,0,0,
