round_num,accuracy,loss
0,0.1087,2.358304658126831
1,0.2384,2.124895888900757
2,0.2647,2.108853485870361
3,0.2781,2.028468391799927
4,0.2805,2.062967073440552
5,0.3279,1.8762714389801025
6,0.3588,1.823018464279175
7,0.385,1.7614243648529053
8,0.3576,1.762147102355957
9,0.401,1.6886895641326904
10,0.4177,1.659794517326355
