round_num,node_0,node_1,node_2,node_3,node_4
1,3.315260648727417,3.315260648727417,5.0233988761901855,3.315260648727417,5.092883110046387
2,5.4757256507873535,5.301407814025879,3.820108413696289,3.736865997314453,3.8582422733306885
3,6.120218753814697,4.217224597930908,5.338924884796143,4.070165157318115,4.154308319091797
4,4.748421669006348,4.431827545166016,5.359802722930908,5.658547401428223,4.467329025268555
5,6.543655872344971,4.916226387023926,5.778659343719482,4.994863033294678,4.862460613250732
6,5.44127082824707,6.294071674346924,5.857729911804199,5.160795211791992,5.199317455291748
7,7.08197021484375,5.578040599822998,5.444316864013672,6.475798606872559,5.4503326416015625
8,7.538530349731445,5.866166591644287,5.930603981018066,6.954757213592529,5.901666164398193
9,8.173728942871094,7.131709575653076,6.38942289352417,6.451931953430176,6.348315238952637
10,7.003028869628906,7.616637706756592,7.043313026428223,6.662406921386719,6.71110200881958
