round_num,node_0,node_1,node_2,node_3,node_4
1,3.3556222915649414,3.3643202781677246,3.342146873474121,3.3563976287841797,3.3444912433624268
2,3.3427305221557617,3.3412246704101562,3.329911947250366,3.3286778926849365,3.347404718399048
3,3.358560800552368,3.3566036224365234,3.3344476222991943,3.3439888954162598,3.3514721393585205
4,3.3520288467407227,3.3374688625335693,3.3264594078063965,3.3436501026153564,3.3539249897003174
5,3.3608553409576416,3.3593595027923584,3.3255958557128906,3.362740993499756,3.363553762435913
6,3.3644533157348633,3.3498122692108154,3.3605713844299316,3.3587141036987305,3.366628885269165
7,3.343552827835083,3.3583362102508545,3.345339059829712,3.368375778198242,3.358125686645508
8,3.354243755340576,3.3525872230529785,3.3508925437927246,3.387561559677124,3.372166156768799
9,3.364988088607788,3.347672939300537,3.361264944076538,3.393834114074707,3.3522257804870605
10,3.344409465789795,3.379948854446411,3.3752169609069824,3.378533124923706,3.3710856437683105
