round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14
1,3.2316391468048096,3.2316391468048096,3.2316391468048096,3.2316391468048096,3.2472879886627197,3.239417552947998,3.2316391468048096,3.2511556148529053,3.2355904579162598,3.2431726455688477,3.2316391468048096,3.241065502166748,3.2316391468048096,3.2316391468048096,3.240999460220337
2,3.2367024421691895,3.2675867080688477,3.2367024421691895,3.2551262378692627,3.2602949142456055,3.2367024421691895,3.2562365531921387,3.2367024421691895,3.2367024421691895,3.2367024421691895,3.2453277111053467,3.253892421722412,3.2367024421691895,3.2447965145111084,3.2367024421691895
3,3.2452731132507324,3.2452731132507324,3.2452731132507324,3.2452731132507324,3.2452731132507324,3.265148401260376,3.261467456817627,3.2666027545928955,3.2594540119171143,3.2452731132507324,3.2592334747314453,3.2603299617767334,3.2452731132507324,3.2452731132507324,3.2609012126922607
